property_name,reviewer,date,stars,heading,review
Siddha Galaxia Phase 2,Guest User,21/08/2020,5,Good Project.,"Siddha Galaxia Phase II build by a famous builder Siddha Group in Rajarhat. The project gives 2 BHK, 2.5 BHK, 3 BHK, and 4 BHK luxurious Apartments in Kolkata.  The facilities in Siddha Galaxia Phase II is Landscape Garden, Indoor Games, CCTV Cameras, Swimming Pool, Gymnasium, Play Area, Intercom, R... Read More"
Siddha Galaxia Phase 2,Guest User,21/08/2020,5,Good Project.,"Siddha Galaxia Phase II build by a famous builder Siddha Group in Rajarhat. The project gives 2 BHK, 2.5 BHK, 3 BHK, and 4 BHK luxurious Apartments in Kolkata.  The facilities in Siddha Galaxia Phase II is Landscape Garden, Indoor Games, CCTV Cameras, Swimming Pool, Gymnasium, Play Area, Intercom, R... Read More"
Siddha Galaxia Phase 2,Shek,06/12/2014,1,Rajarhat.,?
Alingan Apartment,babusona,18/05/2020,5,Rajarhat.,?
Pratiksha Apartmennt,Ashok Basu,08/04/2017,5,Behala Chowrasta.,?
Sisirkunja,Pradip Kumar ,12/08/2013,4,Madhyam Shrachi Village.,?
Rajrajeshwari Enclave,Tapas,02/01/2016,4,Keshtopur.,?
Eden City Maheshtala,Guest User,24/05/2021,4,Beautiful project.,"Project situated near Batanagar on the budge trunk road. The campus of the project is quiet and beautiful. Maintenance service is also good. Amenities are well equipped. Flats are well maintained, airy and spacious."
Eden City Maheshtala,Guest User,21/05/2021,5,"Good project.
",It is a very nice and clean society. It is a peaceful area with all amenities.
Eden City Maheshtala,Guest User,24/05/2021,4,Beautiful project.,"Project situated near Batanagar on the budge trunk road. The campus of the project is quiet and beautiful. Maintenance service is also good. Amenities are well equipped. Flats are well maintained, airy and spacious."
Eden City Maheshtala,Guest User,21/05/2021,5,"Good project.
",It is a very nice and clean society. It is a peaceful area with all amenities.
Eden City Maheshtala,Guest User,05/10/2020,2,Nice project.,COVID 19 may have spared you but there is no guarantee that DENGUE will not break out in this complex. Water bodies that they showcased at the time of purchase is now a breeding ground for mosquitoes and the water stinks. Some say it is infested with snakes and scorpions. Maintenance charges are hig... Read More
Eden City Maheshtala,Guest User,21/08/2020,4,Eden City Maheshtala,Eden City is one of the largest contemporary world class housing projects in Kolkata. This is the first of its kind as the same was conceived on the primary vision and philosophy of giving all modern lifestyle amenities and facilities at a much lesser cost.
Eden City Maheshtala,Kanak ,?,0,Good locality. ,?
Siddha Galaxia Phase I,Rakesh,31/01/2016,5,Rajarhat.,?
Aster Gardens,Guest User,25/10/2020,4,Fantastic project.,"A great place to live on roads is a bit dirty and muddy, but Buses, Autos, and matadors always come and go so, communication is not strictly a problem. The environment is fresh, not polluted like inner Kolkata."
Aster Gardens,Guest User,24/10/2020,5,Good project.,"Superb mind-blowing, awesome apartment. Two minutes from Rajarhat Choumatha. Good community and ambiance with a Swimming pool. The security staff is cooperative as well."
Aster Gardens,Guest User,25/10/2020,4,Fantastic project.,"A great place to live on roads is a bit dirty and muddy, but Buses, Autos, and matadors always come and go so, communication is not strictly a problem. The environment is fresh, not polluted like inner Kolkata."
Aster Gardens,Guest User,24/10/2020,5,Good project.,"Superb mind-blowing, awesome apartment. Two minutes from Rajarhat Choumatha. Good community and ambiance with a Swimming pool. The security staff is cooperative as well."
Aster Gardens,Guest User,20/08/2020,5,Aster Gardens,"Aster Gardens in Rajarhat by Aster Group. It is a residential project. The apartment configuration are 2 bhk and 3 bhk and price ranges from 29.02 Lacs to 48.00 Lacs. The project is well connected by various modes of transportation. All public transport service available here. Close to hotels, banks... Read More"
Aster Gardens,Zibarul,09/10/2014,0,Delayed Project- poor servicing by modern properties.,"The project takes on a new delivery / possession date every month. The buildings are ready, but other work like plumbing, sewerage, electricity have been on at a snails pace- with little or no work happening. A modern property does not have proper answers and builder keeps giving you a new date.... Read More"
Aster Gardens,Tarun,29/12/2013,5,Nice locality.,?
Merlin Trinoyoni,Guest User,23/08/2020,4,Merlin Trinoyoni.,"Merlin Trinoyoni, located in Sarsuna, Kolkata. Merlin Trinoyoni is another name of Goddess Durga. It offers 1, 2 and 3 BHK residential apartments.The project offers world class residential units with top line specifications. The project enables easy connectivity to all points of interest in and arou... Read More"
Merlin Trinoyoni,Guest User,23/08/2020,4,Merlin Trinoyoni.,"Merlin Trinoyoni, located in Sarsuna, Kolkata. Merlin Trinoyoni is another name of Goddess Durga. It offers 1, 2 and 3 BHK residential apartments.The project offers world class residential units with top line specifications. The project enables easy connectivity to all points of interest in and arou... Read More"
Merlin Trinoyoni,Basu,12/01/2015,4,Sarsuna.,?
Krishna Shivangan 1,kanhaiya kr,23/04/2020,5,Tarulia.,?
Siddha Waterfront,Guest User,12/07/2020,4,Siddha Waterfront_Khardah,"Siddharth waterfront is a luxurious and specious project . Which offers all modern amenities and facilities . This project located in khardah , developed by Siddha Group . This project is ideal for peace lovers ."
Siddha Waterfront,Guest User,12/07/2020,4,Siddha Waterfront_Khardah,"Siddharth waterfront is a luxurious and specious project . Which offers all modern amenities and facilities . This project located in khardah , developed by Siddha Group . This project is ideal for peace lovers ."
Siddha Waterfront,Adiya,05/12/2012,0,Review Of Khardah,?
Emerald Gardens,Soumen,10/07/2014,5,Rajarhat.,?
Magnolia Prestige,Guest User,23/08/2020,4,Good Facilities.,"The Magnolia prestige is a new project in Rajarhat, Kolkata. The apartments are available in 2BHK and 3BHK. The flooring of the apartments is done with vitrified tiles. Other facilities provided are a gymnasium, children's playground, a swimming pool etc. The project is situated in a great location ... Read More"
Magnolia Prestige,Guest User,23/08/2020,4,Good Facilities.,"The Magnolia prestige is a new project in Rajarhat, Kolkata. The apartments are available in 2BHK and 3BHK. The flooring of the apartments is done with vitrified tiles. Other facilities provided are a gymnasium, children's playground, a swimming pool etc. The project is situated in a great location ... Read More"
Magnolia Prestige,Priyanka,02/12/2014,5,Rajarhat.,?
Dream Residency Manor,Biswajeet ,21/08/2014,5,Rajarhat.,?
Pushpakalay,Guest User,17/08/2020,4,Ready to move project.,"Pushpakalay Apartments situated in Barasat, Kolkata North by Pushpak Infrastructure Builders is a residential project. Pushpakalay Apartments price ranges from 16.00 Lacs to 37.00 Lacs. Amenities like Jogging track and swimming pool, gymnasium, community hall are available in this project. It is a r... Read More"
Pushpakalay,Guest User,17/08/2020,4,Ready to move project.,"Pushpakalay Apartments situated in Barasat, Kolkata North by Pushpak Infrastructure Builders is a residential project. Pushpakalay Apartments price ranges from 16.00 Lacs to 37.00 Lacs. Amenities like Jogging track and swimming pool, gymnasium, community hall are available in this project. It is a r... Read More"
Pushpakalay,Parthasarathi ,15/05/2014,5,Barasat.,?
Siddha Town,Vijay,26/08/2020,5,Siddha Town_Rajarhat,"Siddha Town is a premium residential project at Rajarhat in Kolkata. The project is developed by the Siddha Group. Social facilities like banks, hospitals, markets, schools, and parks surround the area. It is also very well-connected to various parts of Kolkata by public transport and very close to ... Read More"
Siddha Town,Guest User,21/08/2020,5,Siddha Town.,"Siddha Town is a premium residential project at Rajarhat in Kolkata. The project is developed by the Siddha Group. Social facilities like banks, hospitals, markets, schools and parks surround the area. It is also very well connected to various parts of Kolkata by public transport and very close to K... Read More"
Siddha Town,Vijay,26/08/2020,5,Siddha Town_Rajarhat,"Siddha Town is a premium residential project at Rajarhat in Kolkata. The project is developed by the Siddha Group. Social facilities like banks, hospitals, markets, schools, and parks surround the area. It is also very well-connected to various parts of Kolkata by public transport and very close to ... Read More"
Siddha Town,Guest User,21/08/2020,5,Siddha Town.,"Siddha Town is a premium residential project at Rajarhat in Kolkata. The project is developed by the Siddha Group. Social facilities like banks, hospitals, markets, schools and parks surround the area. It is also very well connected to various parts of Kolkata by public transport and very close to K... Read More"
Siddha Town,Avishek,01/02/2015,4,Rajarhat.,?
SwanGreen,Guest User,01/12/2020,5,Nice project.,"It is a very well maintained residential project. The project offers facilities such as a gymnasium and lift. It also has amenities like a badminton court, jogging track, lawn tennis court, and swimming pool. The project has indoor activities such as a pool table. It also offers services like a banq... Read More"
SwanGreen,Guest User,01/12/2020,5,Nice project.,It is a very well constructed residential project for comfortable living. All basic daily needs are available very close to here. It is a nice residential project with lots of amenities.
SwanGreen,Guest User,01/12/2020,5,Nice project.,"It is a very well maintained residential project. The project offers facilities such as a gymnasium and lift. It also has amenities like a badminton court, jogging track, lawn tennis court, and swimming pool. The project has indoor activities such as a pool table. It also offers services like a banq... Read More"
SwanGreen,Guest User,01/12/2020,5,Nice project.,It is a very well constructed residential project for comfortable living. All basic daily needs are available very close to here. It is a nice residential project with lots of amenities.
SwanGreen,Guest User,16/08/2020,5,Nice Project.,"Swan Green in Thakurpukur, Kolkata South by Bengal Eco Housing is a residential project. It also has amenities like Badminton court, Jogging track, Lawn tennis court and Swimming pool. The project has indoor activities such as Pool table.It also offers services like Banquet hall, Community hall ... Read More"
SwanGreen,Anirban,01/08/2014,4,Thakur Pukur.,?
Meena Florence,Soumya,03/06/2014,4,Rajarhat.,?
BSM Residency,Subhabrata,08/01/2013,0,Review Of Nager Bazar,?
Manashi Plaza,Subrata ,13/02/2015,5,Sodepur.,?
Sunny Bliss,Debasish,07/04/2021,5,"EM Bypass: The newer, modern part of Kolkata",?
Purti Flowers,Guest User,22/08/2020,5,Purti Flowers.,"Purti Flowers is located in Jalkal Maheshtala Kolkata. It offers spacious and skillfully designed 2 BHK, 3 BHK and Penthouse apartments/ Flats. The project is well equipped with all the basic amenities to facilitate the needs of the residents. The apartment is in close proximity to Taratala Crossing... Read More"
Purti Flowers,Guest User,22/08/2020,5,Purti Flowers.,"Purti Flowers is located in Jalkal Maheshtala Kolkata. It offers spacious and skillfully designed 2 BHK, 3 BHK and Penthouse apartments/ Flats. The project is well equipped with all the basic amenities to facilitate the needs of the residents. The apartment is in close proximity to Taratala Crossing... Read More"
Purti Flowers,Indranil,19/02/2013,0,Review Of Maheshtala,?
PS Ixora,Guest User,31/12/2020,5,its a very Beautiful project,It is a very nice and beautiful residential project. The project offers facilities such as Lift. It also offers Car parking.
PS Ixora,Guest User,24/08/2020,5,Residencial project,This is a very nice project for location vice or residential purpose. Schools and hospitals are very close to this society.
PS Ixora,Guest User,31/12/2020,5,its a very Beautiful project,It is a very nice and beautiful residential project. The project offers facilities such as Lift. It also offers Car parking.
PS Ixora,Guest User,24/08/2020,5,Residencial project,This is a very nice project for location vice or residential purpose. Schools and hospitals are very close to this society.
PS Ixora,Guest User,14/08/2020,4,PS Ixora.,"PS Ixora is located in Kolkata. It is a residential development of PS Group. PS Ixora offers 2 BHK and 3 BHK luxurious apartments in Kolkata. The amenities in PS Ixora comprises of landscaped garden, indoor games, swimming pool, gymnasium, play area, library, gated community, 24 hour backup electric... Read More"
PS Ixora,Suchismita,06/08/2016,5,Rajarhat.,?
Swan Court,Guest User,01/12/2020,5,Nice project.,"It is a nice residential project for comfortable living. All daily needs are available here. Transportation is very good from here. For residents, various amenities are available here."
Swan Court,Guest User,01/12/2020,5,Nice project.,"It is a nice residential project for comfortable living. All daily needs are available here. Transportation is very good from here. For residents, various amenities are available here."
Swan Court,Wasim akram,29/07/2019,5,New Town is rapid developing locality in Kolkata.,?
Shanti Palace,Vishal ,23/04/2013,0,Review Of Howrah,?
Diamond City North,Ramesh,19/05/2013,5,"very good residential locality, safe even for whole night commuting with no fear, very good locals.",?
Purti jewel,Guest User,12/11/2020,5,Nice project.,A very well located project for comfortable living. It also has amenities like a swimming pool. It also offers services like a community hall. It also offers car parking.
Purti jewel,Guest User,12/11/2020,5,Nice project.,This is a popular residential project with lots of amenities. EM Bypass is very close to here. Also available all basic civic amenities to meet your daily needs.
Purti jewel,Guest User,12/11/2020,5,Nice project.,A very well located project for comfortable living. It also has amenities like a swimming pool. It also offers services like a community hall. It also offers car parking.
Purti jewel,Guest User,12/11/2020,5,Nice project.,This is a popular residential project with lots of amenities. EM Bypass is very close to here. Also available all basic civic amenities to meet your daily needs.
Purti jewel,Guest User,14/08/2020,4,Nicely Located Project.,"Purti Jewel in Tangra, Kolkata East by BCT Infrastructure LLP and Purti Realty is a residential project. Purti Jewel offers facilities such as Gymnasium and Lift.It has also amenity like Swimming pool.The project has indoor activities such as Dart board and Pool table.It also offers serv... Read More"
Purti jewel,Bhunesh,05/02/2014,3,Tangra-Kolkata. ,?
Sunrise Symphony,Guest User,01/12/2020,5,Nice project.,A very good residential project for comfortable living. A very well equipped project. All basic civic amenities available very nearby from here.
Sunrise Symphony,Guest User,21/08/2020,4,Sunrise Symphony,"Sunrise Symphony by Sureka Group is a very popular residential project in Rajarhat Kolkata. Sunrise Symphony offers 3 BHK and 4 BHK luxurious Apartments in very cheap rate. The amenities in this project are Landscaped Garden, Indoor Games, Swimming Pool, Gymnasium, Play Area, Intercom, Club House, B... Read More"
Sunrise Symphony,Guest User,01/12/2020,5,Nice project.,A very good residential project for comfortable living. A very well equipped project. All basic civic amenities available very nearby from here.
Sunrise Symphony,Guest User,21/08/2020,4,Sunrise Symphony,"Sunrise Symphony by Sureka Group is a very popular residential project in Rajarhat Kolkata. Sunrise Symphony offers 3 BHK and 4 BHK luxurious Apartments in very cheap rate. The amenities in this project are Landscaped Garden, Indoor Games, Swimming Pool, Gymnasium, Play Area, Intercom, Club House, B... Read More"
Sunrise Symphony,Sahil,12/07/2020,5,Sunrise Symphony_Rajarhat,"Sunrise Symphony by Sureka Group is a very popular residential project in Rajarhat Kolkata. Sunrise Symphony offers 3 BHK and 4 BHK luxurious Apartments in very cheap rate. The amenities in this project are Landscaped Garden, Indoor Games, Swimming Pool, Gymnasium, Play Area, Intercom, Club House, B... Read More"
Sunrise Symphony,Krishna Venkateshwar ,25/01/2016,4,Rajarhat.,?
Merlin Regalia,Guest User,10/12/2020,4,Good Project.,Five-star quality living amidst the greenery of Loreto convent. It is well connected to the city. Good residential complex. Fantastic project & nearby location is also fantastic.
Merlin Regalia,Guest User,08/12/2020,4,Good project.,"One of the best and well-maintained societies My Home. A beautiful project with ample greenery and fresh air. Besides that, it's just awesome. It's such a nice calm place."
Merlin Regalia,Guest User,10/12/2020,4,Good Project.,Five-star quality living amidst the greenery of Loreto convent. It is well connected to the city. Good residential complex. Fantastic project & nearby location is also fantastic.
Merlin Regalia,Guest User,08/12/2020,4,Good project.,"One of the best and well-maintained societies My Home. A beautiful project with ample greenery and fresh air. Besides that, it's just awesome. It's such a nice calm place."
Merlin Regalia,Abhishek,06/11/2013,5,Entally.,?
Apsara,Guest User,13/08/2020,4,Apsara.,Apsara is one of the popular residential project in park street Kolkata. Apsara building is situated of Well connectivity area.
Apsara,Guest User,13/08/2020,4,Apsara.,Apsara is one of the popular residential project in park street Kolkata. Apsara building is situated of Well connectivity area.
Apsara,Seema,08/09/2013,5,Best place in this area.,?
Blossom County,farooque,14/08/2020,3,Blossom County.,Blossom County is located in new Alipore Buroshibtala Kolkata. The apartment is well equipped with modern amenities and special features which give a classy look to the apartment. The interior and exterior of the project is done under professional architects which gives the apartment a lavish look.
Blossom County,farooque,14/08/2020,3,Blossom County.,Blossom County is located in new Alipore Buroshibtala Kolkata. The apartment is well equipped with modern amenities and special features which give a classy look to the apartment. The interior and exterior of the project is done under professional architects which gives the apartment a lavish look.
Blossom County,ganesh,26/03/2017,5,New Alipore.,?
Eden City Maheshtala,Guest User,24/05/2021,4,Beautiful project.,"Project situated near Batanagar on the budge trunk road. The campus of the project is quiet and beautiful. Maintenance service is also good. Amenities are well equipped. Flats are well maintained, airy and spacious."
Eden City Maheshtala,Guest User,21/05/2021,5,"Good project.
",It is a very nice and clean society. It is a peaceful area with all amenities.
Eden City Maheshtala,Guest User,24/05/2021,4,Beautiful project.,"Project situated near Batanagar on the budge trunk road. The campus of the project is quiet and beautiful. Maintenance service is also good. Amenities are well equipped. Flats are well maintained, airy and spacious."
Eden City Maheshtala,Guest User,21/05/2021,5,"Good project.
",It is a very nice and clean society. It is a peaceful area with all amenities.
Eden City Maheshtala,Guest User,05/10/2020,2,Nice project.,COVID 19 may have spared you but there is no guarantee that DENGUE will not break out in this complex. Water bodies that they showcased at the time of purchase is now a breeding ground for mosquitoes and the water stinks. Some say it is infested with snakes and scorpions. Maintenance charges are hig... Read More
Eden City Maheshtala,Guest User,21/08/2020,4,Eden City Maheshtala,Eden City is one of the largest contemporary world class housing projects in Kolkata. This is the first of its kind as the same was conceived on the primary vision and philosophy of giving all modern lifestyle amenities and facilities at a much lesser cost.
Eden City Maheshtala,Kanak ,08/09/2013,4,Good locality. ,?
Magnolia Nakshatra,Guest User,22/08/2020,5,Magnolia Nakshatra.,"Magnolia Nakshatra is a wonderful project in Barasat. Swimming pool, childrens play area, power back up, parking all amenities available in this project. It is well connected with Barasat and Hridaypur Railway Station."
Magnolia Nakshatra,Guest User,22/08/2020,5,Magnolia Nakshatra.,"Magnolia Nakshatra is a wonderful project in Barasat. Swimming pool, childrens play area, power back up, parking all amenities available in this project. It is well connected with Barasat and Hridaypur Railway Station."
Magnolia Nakshatra,Kaushik ,19/04/2019,5,Barasat.,?
Larica Township,Guest User,19/09/2020,5,Good project,"Excellent places for families, it is near to hospitals, banks, police stations, etc. It has a good and healthy environment. Overall a good place to live in."
Larica Township,Guest User,19/09/2020,5,Peaceful place,Love this place. It is far away from city traffic and pollution. Security is also very good. They are very particular about it is a very good and peaceful place to stay.
Larica Township,Guest User,19/09/2020,5,Good project,"Excellent places for families, it is near to hospitals, banks, police stations, etc. It has a good and healthy environment. Overall a good place to live in."
Larica Township,Guest User,19/09/2020,5,Peaceful place,Love this place. It is far away from city traffic and pollution. Security is also very good. They are very particular about it is a very good and peaceful place to stay.
Larica Township,Guest User,15/08/2020,4,Larica Township.,"Larica Township in Barasat, Kolkata North by Larica Estates Builders is a residential project. All modern amenities like swimming pool, jogging track and badminton court are available. The project has indoor activities such as pool table. The project is vaastu complaint. It is a ready to move projec... Read More"
Larica Township,Leela,24/06/2013,3,Review of Barasat.,?
Siddha Eden Lakeville,Guest User,22/08/2020,5,Siddha Eden Lakeville,"Siddha Eden Lakeville in B T Road by Siddha Group and Eden Realty. The apartment configuration are 2BHK, 3BHK and 4BHK and price ranges from 34.80 Lacs to 96.48 Lacs. Bank loan approved from State Bank of India and Reliance Home Finance. The project is well connected by various modes of transportati... Read More"
Siddha Eden Lakeville,Guest User,22/08/2020,5,Siddha Eden Lakeville,"Siddha Eden Lakeville in B T Road by Siddha Group and Eden Realty. The apartment configuration are 2BHK, 3BHK and 4BHK and price ranges from 34.80 Lacs to 96.48 Lacs. Bank loan approved from State Bank of India and Reliance Home Finance. The project is well connected by various modes of transportati... Read More"
Siddha Eden Lakeville,Rishin,16/02/2013,0,Review Of B.T.Road,?
North Grande,Guest User,23/08/2020,5,Good Project.,"North grande is ready to move Residential complex. which located in Bulgaria Kolkata North, Developed by mount hill Realty and Balamukund. This complex is very well maintained and connect through all public transport."
North Grande,Guest User,23/08/2020,5,Good Project.,"North grande is ready to move Residential complex. which located in Bulgaria Kolkata North, Developed by mount hill Realty and Balamukund. This complex is very well maintained and connect through all public transport."
North Grande,Biswajit,08/03/2015,4,Belghoria.,?
Upohar The Condoville,Guest User,19/08/2020,4,Nice Place.,Upohar The Condoville is located in EM Bypass  Kolkata. It is another project of Ambuja Neotia. It is a ready to move project with possession offered in Aug-2012. Homes that are more than four walls. Home plus. The Condoville has a total of 14 towers. The construction is of 19 floors. Affordable for... Read More
Upohar The Condoville,Guest User,19/08/2020,4,Nice Place.,Upohar The Condoville is located in EM Bypass  Kolkata. It is another project of Ambuja Neotia. It is a ready to move project with possession offered in Aug-2012. Homes that are more than four walls. Home plus. The Condoville has a total of 14 towers. The construction is of 19 floors. Affordable for... Read More
Upohar The Condoville,Ajay,24/04/2014,3,E M Bypass.,?
Bally Lake County,Guest User,27/10/2020,4,Fantastic project.,It is very nice place have a good atmosphere. Very nice property with well connected with whole Kolkata. 1 km from Bally Main station and 500 meter from Bally Halt. Good community and secured place to live in.
Bally Lake County,Guest User,26/10/2020,4,Famous project.,This is a nice housing complex along with such a beautiful lake at the other shore of my house A new upcoming project consisting of 5 towers with all basic amenities.
Bally Lake County,Guest User,27/10/2020,4,Fantastic project.,It is very nice place have a good atmosphere. Very nice property with well connected with whole Kolkata. 1 km from Bally Main station and 500 meter from Bally Halt. Good community and secured place to live in.
Bally Lake County,Guest User,26/10/2020,4,Famous project.,This is a nice housing complex along with such a beautiful lake at the other shore of my house A new upcoming project consisting of 5 towers with all basic amenities.
Bally Lake County,Guest User,26/10/2020,5,Nice project.,This is a nice housing complex along with such a beautiful lake at the other shore of my house A new upcoming project consisting of 5 towers with all basic amenities.
Bally Lake County,Nisith,21/01/2013,0,Review Of Howrah,?
Ideal Aurum,Nilanjan,11/10/2018,4,Sonarpur.,?
Vedic Village,Guest User,19/08/2020,5,Good Project.,"The Vedic Village in Rajarhat, Kolkata. Vedic realty builders is a residential project.The project offers villas and Apartments with comfortable living. The villas and Apartments are of the following configurations like 2BHK, 3BHK, 4BHK, 5BHK and 6BHK in between various size. Vedic Village offer... Read More"
Vedic Village,Guest User,19/08/2020,5,Good Project.,"The Vedic Village in Rajarhat, Kolkata. Vedic realty builders is a residential project.The project offers villas and Apartments with comfortable living. The villas and Apartments are of the following configurations like 2BHK, 3BHK, 4BHK, 5BHK and 6BHK in between various size. Vedic Village offer... Read More"
Vedic Village,rohit khattry,10/09/2018,5,Rajarhat.,?
Ideal Greens,Guest User,18/08/2020,4,Ideal Greens.,"Ideal Greens is a housing complex located at Tollygunge, Kolkata. The project sprawled over an area of 11.7 acres is set in a very convenient neighbourhood containing schools, hospitals, bus stations, metro stations, petrol pump, banks, ATMs, restaurants, play schools and parks. The project comes wi... Read More"
Ideal Greens,Guest User,18/08/2020,4,Ideal Greens.,"Ideal Greens is a housing complex located at Tollygunge, Kolkata. The project sprawled over an area of 11.7 acres is set in a very convenient neighbourhood containing schools, hospitals, bus stations, metro stations, petrol pump, banks, ATMs, restaurants, play schools and parks. The project comes wi... Read More"
Ideal Greens,Devjani,25/02/2014,4,Tollygunge is the well known place of Kolkata.,?
Larica Township,Guest User,19/09/2020,5,Good project,"Excellent places for families, it is near to hospitals, banks, police stations, etc. It has a good and healthy environment. Overall a good place to live in."
Larica Township,Guest User,19/09/2020,5,Peaceful place,Love this place. It is far away from city traffic and pollution. Security is also very good. They are very particular about it is a very good and peaceful place to stay.
Larica Township,Guest User,19/09/2020,5,Good project,"Excellent places for families, it is near to hospitals, banks, police stations, etc. It has a good and healthy environment. Overall a good place to live in."
Larica Township,Guest User,19/09/2020,5,Peaceful place,Love this place. It is far away from city traffic and pollution. Security is also very good. They are very particular about it is a very good and peaceful place to stay.
Larica Township,Guest User,15/08/2020,4,Larica Township.,"Larica Township in Barasat, Kolkata North by Larica Estates Builders is a residential project. All modern amenities like swimming pool, jogging track and badminton court are available. The project has indoor activities such as pool table. The project is vaastu complaint. It is a ready to move projec... Read More"
Larica Township,Leela,24/06/2013,3,Review of Barasat.,?
DC Paul Salboni,Manabendranath,05/12/2013,5,Belgachia.,?
Srijan Midlands,Guest User,20/11/2020,5,Nice project.,This is the most wonderful project for living. The project is well equipped with all the basic amenities to facilitate the needs of the residents. The site is in close proximity to various civic utilities.
Srijan Midlands,Guest User,19/08/2020,5,Srijan midlands is one of the famous residential project in Kolkata.,Srijan Midlands is a Residential complex located in Jessore road madhyamgram . This project Developed by Srijan Realty. This project is very well maintained complex with all basic amenities.
Srijan Midlands,Guest User,20/11/2020,5,Nice project.,This is the most wonderful project for living. The project is well equipped with all the basic amenities to facilitate the needs of the residents. The site is in close proximity to various civic utilities.
Srijan Midlands,Guest User,19/08/2020,5,Srijan midlands is one of the famous residential project in Kolkata.,Srijan Midlands is a Residential complex located in Jessore road madhyamgram . This project Developed by Srijan Realty. This project is very well maintained complex with all basic amenities.
Srijan Midlands,Prakriti,16/04/2012,0,Review Of Jessore Road,?
Prakash Tower,Rajesh,14/08/2013,4,Baguiati.,?
Green Tech City,Guest User,16/08/2020,4,Greentech City,Greentech City you will have access to all the world class facilities of the neighboring Vedic Village Spa and Resort as well as the myriad ayurvedic and naturopathic treatments at the Sanjeeva Medical Spa offered by experienced doctors and therapists from Kerala.
Green Tech City,Guest User,16/08/2020,4,Greentech City,Greentech City you will have access to all the world class facilities of the neighboring Vedic Village Spa and Resort as well as the myriad ayurvedic and naturopathic treatments at the Sanjeeva Medical Spa offered by experienced doctors and therapists from Kerala.
Green Tech City,Ranajit ,22/01/2016,5,Rajarhat.,?
Rajat Boulevard,Guest User,13/11/2020,5,Nice project.,A very good residential project for living. EM Bypass is very close to here. Rajat Boulevard offers facilities such as a gymnasium and lift. It also offers services like a community hall and a library. It also offers car parking.
Rajat Boulevard,Guest User,13/11/2020,5,Nice project.,"A very famous project with lots of amenities. The project is situated in a prime location. Available amenities are landscaped gardens, power backup, intercom, club house, and more."
Rajat Boulevard,Guest User,13/11/2020,5,Nice project.,A very good residential project for living. EM Bypass is very close to here. Rajat Boulevard offers facilities such as a gymnasium and lift. It also offers services like a community hall and a library. It also offers car parking.
Rajat Boulevard,Guest User,13/11/2020,5,Nice project.,"A very famous project with lots of amenities. The project is situated in a prime location. Available amenities are landscaped gardens, power backup, intercom, club house, and more."
Rajat Boulevard,Deep,13/09/2013,4,Well-connected area. ,?
Siddha Waterfront,Guest User,12/07/2020,4,Siddha Waterfront_Khardah,"Siddharth waterfront is a luxurious and specious project . Which offers all modern amenities and facilities . This project located in khardah , developed by Siddha Group . This project is ideal for peace lovers ."
Siddha Waterfront,Guest User,12/07/2020,4,Siddha Waterfront_Khardah,"Siddharth waterfront is a luxurious and specious project . Which offers all modern amenities and facilities . This project located in khardah , developed by Siddha Group . This project is ideal for peace lovers ."
Siddha Waterfront,Adiya,05/12/2012,0,Review Of Khardah,?
Avishi Trident,Guest User,26/10/2020,4,Awesome project.,It is a very nice housing complex. It is very well connected to the important places in Kolkata. The lush green surroundings with every modern amenities make living here a pleasant experience.
Avishi Trident,Guest User,21/08/2020,5,Good Project.,"Avishi Trident in BT Road, Kolkata by Avishi Projects. It is a residential project. It is ready to move the project. This magnificent residential property allows you to experience the amalgamation of luxury and comfort.  The project has amenities like jogging and strolling track, power backup, swimm... Read More"
Avishi Trident,Guest User,26/10/2020,4,Awesome project.,It is a very nice housing complex. It is very well connected to the important places in Kolkata. The lush green surroundings with every modern amenities make living here a pleasant experience.
Avishi Trident,Guest User,21/08/2020,5,Good Project.,"Avishi Trident in BT Road, Kolkata by Avishi Projects. It is a residential project. It is ready to move the project. This magnificent residential property allows you to experience the amalgamation of luxury and comfort.  The project has amenities like jogging and strolling track, power backup, swimm... Read More"
Avishi Trident,Rajeev,02/03/2014,5,B.T. Road.,?
Keshab Dham,Baijayanti ,17/12/2013,4,Baguiati.,?
Greenfield City,Guest User,21/08/2020,5,Greenfield City,"Greenfield City is an unmatched Residential property located in Behala, Kolkata. The project offers plenty of benefits that includes prime location. Greenfield City is spread over an area of 45.00 acres with 11 floors. The amenities offered in Greenfield City are Landscaped Garden, Indoor Games, CCT... Read More"
Greenfield City,Guest User,21/08/2020,5,Greenfield City,"Greenfield City is an unmatched Residential property located in Behala, Kolkata. The project offers plenty of benefits that includes prime location. Greenfield City is spread over an area of 45.00 acres with 11 floors. The amenities offered in Greenfield City are Landscaped Garden, Indoor Games, CCT... Read More"
Greenfield City,Dr S Khan,28/02/2015,4,Behala Chowrasta.,?
Sapphire Blue,Guest User,07/08/2020,4,Sapphire Blue.,"Sapphire Blue offers 3 BHK Apartment in Rajarhat Kolkata. All facilities like school, hospital, bank, market, ATM all are nearby. The project offers 24 x 7 security, 24 hours water supply, club house, power backup and maintenance staff etc."
