name,id,description,url,price,priceInWord,cityName,addressLocality,longitude,latitude,numberOfRooms,bathroom,bedroom,floorSize,floorno,furnshingstatus,agentName,agentCompanyName,agentMaskedmobilenumber 
"2 BHK Villa for Sale in Veppampattu, Chennai-Tiruttani Highway",domcache_srp_54625441,"2 Bath,Unfurnished,West facing Villa is available for sale. It covered area of 720 sq-ft, it is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-720-Sq-ft-Villa-FOR-Sale-Veppampattu-in-Chennai&id=4d423534363235343431,2700000,27 Lac,Chennai,"Veppampattu, Chennai-Tiruttani Highway",13.12039852142334,79.997314453125,2,2,2,720 FTK ,,Unfurnished,Gopinath,,+91-88XXXXXXX51
3 BHK Flat  for Sale in   Tambaram Sanatorium ,domcache_srp_48889849,"2 Bath,Semi-Furnished,1 floor Fully vaastu friendly and intelligently constructed, this 3BHK apartment located in Tambaram Sanatorium, Chennai is up for sale. Nestled in one of the happening localities, this abode is a fine dwelling to spend a comfortable and lavish life with your family. Why the delay? Embrace this wonderful opportunity right away and become the proud owner of this condo. Property SpecificationsFavoured with ample sunlight and cross-ventilation, this apartment rests on the 1st floor of a low-raised 2-storey building. Planned to suit the living needs of any family, this contemporary home with decent interior designs is beautiful. The apartment is up-to-date with painting work on the walls, equipped with LED lights and ready to move in. Further, this semi-furnished apartment comes with spacious rooms that can be further tailored as per your personal taste. The smartly planned layout of this home comprises well-sized rooms. There are three bedrooms, two bathrooms, a balcony, a living cum dining area, and a kitchen. Shiny, durable and flawless, vitrified tiles are used to covering the flooring of this abode gives a striking look to the interiors. To accommodate all your belongings and apparels in an organized manner, all the bedrooms are equipped with wardrobes and ACs are installed to give you a fresh ambience. Groomed with all the fittings, of the two western bathrooms, one is attached to the bedroom and another one is common. The well-sized balcony is attached to a bedroom and can double up as a utility area. The kitchen is neatly designed with a granite platform, sink and offers you a comfortable cooking space. FacilitiesTwo covered parking slots are available for parking your vehicles as well as one separate toilet available. Water supply is assured via borewell 24 hours and lift is installed for your convenience.LocalityAdvantageously located parallel to the GST Road, this apartment enjoys fabulous access to prime parts of the city. You can access the Indian Matriculation Higher Secondary School within a short range of 1km. For any kind of medical aid, you can seek help from the Government Hospital of Thoracic Medicine that is located within 1.9km. For your shopping and grocery needs, you can find many shopping zones nearby as well as banks and ATMs are dotted in the vicinity too. For fast commuting, the Chromepet Railway Station is situated within 1km, the Tambaram Railway Station is 3km and a bus stop is dotted in the vicinity. ",https://www.magicbricks.com/propertyDetails/3-BHK-1220-Sq-ft-Multistorey-Apartment-FOR-Sale-Tambaram-Sanatorium-in-Chennai&id=4d423438383839383439,9500000,95 Lac,Chennai,Tambaram Sanatorium,,,3,2,3,1220 FTK ,1,Semi-Furnished,T S VENKATACHALAM,,+91-97XXXXXXX50
"2 BHK Flat  for Sale in   Korattur, Jawaharlal Nehru Road ",domcache_srp_16926707,"2 Bath,Unfurnished,15 floor Its a 15th floor Multistorey Apartment in a building of total 16 floors, Maple block. Reserved covered car parking available. The Multistorey Apartment is around 5 years old with club house and swimming pool",https://www.magicbricks.com/propertyDetails/2-BHK-1091-Sq-ft-Multistorey-Apartment-FOR-Sale-Korattur-in-Chennai-r1&id=4d423136393236373037,8000000,80 Lac,Chennai,"Korattur, Jawaharlal Nehru Road",13.1159747,80.1817574,2,2,2,1091 FTK ,15,Unfurnished,Rakesh Chawla,,+91-98XXXXXXX03
"2 BHK Flat  for Sale in   Kundrathur, Pallavaram Kundrathur Main Road ",domcache_srp_50813490,"2 Bath,Semi-Furnished,2 floor,South facing this is sale purpose........................................................",https://www.magicbricks.com/propertyDetails/2-BHK-1260-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Kundrathur-in-Chennai&id=4d423530383133343930,5200000,52 Lac,Chennai,"Kundrathur, Pallavaram Kundrathur Main Road",12.994279861450195,80.10076141357422,2,2,2,1260 FTK ,2,Semi-Furnished,Krishnamurthy S,,+91-73XXXXXXX45
2 BHK Flat  for Sale in   Elcot SEZ ,domcache_srp_55970985,"2 Bath,Unfurnished,1 floor,South facing Very close to Sholinganallur Junction Gated community apartment very well maintained. Safe and secure place with all amenities",https://www.magicbricks.com/propertyDetails/2-BHK-1257-Sq-ft-Multistorey-Apartment-FOR-Sale-Elcot-SEZ-in-Chennai&id=4d423535393730393835,5500000,55 Lac,Chennai,Elcot SEZ,12.896150588989258,80.22109985351562,2,2,2,1257 FTK ,1,Unfurnished,Srinivasan,,+91-98XXXXXXX21
2 BHK Flat  for Sale in   Medavakkam ,domcache_srp_52702253,"2 Bath,Unfurnished,9 floor 2 BHK, Multistorey Apartment is available for Sale in Medavakkam, Chennai for 44.0 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-835-Sq-ft-Multistorey-Apartment-FOR-Sale-Medavakkam-in-Chennai&id=4d423532373032323533,4400000,44 Lac,Chennai,Medavakkam,12.918147,80.190008,2,2,2,835 FTK ,9,Unfurnished,Ravishankar,,+91-98XXXXXXX81
"2 BHK Flat  for Sale in   Kelambakkam, Old Mahabalipuram Road ",domcache_srp_55866757,"2 Bath,Unfurnished,3 floor Brand new multistory apartment for sale at Akshaya Today in OMR road. Nearby IT parks. Excellent location.",https://www.magicbricks.com/propertyDetails/2-BHK-1009-Sq-ft-Multistorey-Apartment-FOR-Sale-Kelambakkam-in-Chennai&id=4d423535383636373537,4200000,42 Lac,Chennai,"Kelambakkam, Old Mahabalipuram Road",12.776059,80.214077,2,2,2,1009 FTK ,3,Unfurnished,Bala,,+61-59XXXXXXX11
2 BHK Flat  for Sale in   Ponmar ,domcache_srp_55818695,"2 Bath,Unfurnished,1 floor,South facing 2 BHK, Multistorey Apartment is available for Sale in Ponmar, Chennai for 29.84 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-852-Sq-ft-Multistorey-Apartment-FOR-Sale-Ponmar-in-Chennai&id=4d423535383138363935,2984000,29.8 Lac,Chennai,Ponmar,12.854000091552734,80.17350006103516,2,2,2,852 FTK ,1,Unfurnished,Albert Anand,,+91-96XXXXXXX90
"3 BHK Flat  for Sale in   Padur, Old Mahabalipuram Road ",domcache_srp_53362699,"3 Bath,Unfurnished,10 floor,North facing Hey…! Here is the brand new bare 3BHK flat up for sale and is situated in one of the posh societies named as TVH Ouranya Bay in Padur, Chennai. So, without wasting much of your valuable time, grab this property as early as possible to lead a comfortable",https://www.magicbricks.com/propertyDetails/3-BHK-1710-Sq-ft-Multistorey-Apartment-FOR-Sale-Padur-in-Chennai&id=4d423533333632363939,6500000,65 Lac,Chennai,"Padur, Old Mahabalipuram Road",12.81189,80.230213,3,3,3,1710 FTK ,10,Unfurnished,Prakash,,+91-77XXXXXXX10
"3 BHK Flat  for Sale in   Padur, Old Mahabalipuram Road ",domcache_srp_53885807,"3 Bath,Unfurnished,11 floor,East facing Spaciously constructed & studded with bright interiors, here is the most fantastic 3BHK flat up for sale and is located in one of the hi-tech societies named as Radiance Shine in Padur, Chennai. So, without giving any second opinion, grab this property as early as possible to lead a comfortable lifestyle forever…!!!Property SpecificationsBenefited with freehold ownership rights, this ready to move flat is aged between 5 to 10 years and is ideally positioned on the 11th floor of the 12-storeyed building thus receives ample natural light & optimum ventilation all along the day.Presenting you with the pristine ambience & hustle-bustle free lifestyle, this unfurnished flat includes 3 bedrooms, 3 bathrooms, 1 balcony, living cum dining area and a kitchen with lower cabinets, utility area & piped gas connection.All the bedrooms are comfy and can be tailored as per your choices, needs & taste. Outfitted with geyser provisions & fashioned in a western style, all the bathrooms are attached to the bedrooms.Overlooking the society view, the airy balcony is connected to the living cum dining area. For a fabulous look, all the rooms are nicely topped up with the vitrified tiles on the flooring.FacilitiesThe prime facilities such as 1 covered parking for 1 car, pool, gym, clubhouse, 24hours water supply, 100% power backup, security guard and CCTV cameras are available in this grand society.LocalityThe benefit of buying this property is that it is located proximity to Siruseri IT Park, IT corridor and OMR whereas just 30-minutes drive away from Airport. Further, the other essential social infrastructures such as prominent schools, reputed hospitals, famous shopping malls, supermarkets, recognized banks, ATMs and several modes of transportation like autos, buses & taxis are accessible within the vicinity.",https://www.magicbricks.com/propertyDetails/3-BHK-1464-Sq-ft-Multistorey-Apartment-FOR-Sale-Padur-in-Chennai&id=4d423533383835383037,7500000,75 Lac,Chennai,"Padur, Old Mahabalipuram Road",12.8217890067716,80.2304222081657,3,3,3,1464 FTK ,11,Unfurnished,Srinivasan Venkataraman,,+91-98XXXXXXX31
1 BHK Flat  for Sale in   Ullagaram-Madipakkam ,domcache_srp_54972819,"2 Bath,Unfurnished,Ground floor,East facing Located at Vanuvampet, Madipakkam. Surrounded by schools, shopping, hospitals & public transport.",https://www.magicbricks.com/propertyDetails/1-BHK-685-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Ullagaram-Madipakkam-in-Chennai&id=4d423534393732383139,3400000,34 Lac,Chennai,Ullagaram-Madipakkam,12.977875709533691,80.19532012939453,1,2,1,,Ground,Unfurnished,Lakshmi Kanthan M,,+91-99XXXXXXX96
1 BHK Flat  for Sale in   Porur ,domcache_srp_56685647,"1 Bath,Unfurnished,8 floor 1 BHK, Multistorey Apartment is available for Sale in Porur, Chennai for 38.0 Lac(s)",https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Sale-Porur-in-Chennai&id=4d423536363835363437,3800000,38 Lac,Chennai,Porur,13.038177490234375,80.15483856201172,1,1,1,600 FTK ,8,Unfurnished,Vahida,,+91-98XXXXXXX78
"2 BHK Flat  for Sale in   Sudharsan Nagar, Madambakkam ",domcache_srp_57268995,"2 Bath,Unfurnished,2 floor,South facing 2 BHK, Multistorey Apartment is available for Sale in Sudharsan Nagar, Chennai for 39.50 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-791-Sq-ft-Multistorey-Apartment-FOR-Sale-Sudharsan-Nagar-in-Chennai&id=4d423537323638393935,3950000,39.5 Lac,Chennai,"Sudharsan Nagar, Madambakkam",12.90836238861084,80.16058349609375,2,2,2,791 FTK ,2,Unfurnished,Kannadasan,,+91-96XXXXXXX08
1 BHK Flat  for Sale in   Chitlapakkam ,domcache_srp_56603179,"1 Bath,Semi-Furnished,1 floor its near to the main road and you can find schools and markets are easily accessible",https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Sale-Chitlapakkam-in-Chennai&id=4d423536363033313739,2200000,22 Lac,Chennai,Chitlapakkam,12.932907104492188,80.14108276367188,1,1,1,500 FTK ,1,Semi-Furnished,Preethaa,,+91-98XXXXXXX02
3 BHK Flat  for Sale in    ,domcache_srp_56459657,"3 Bath,Unfurnished,12 floor 3 BHK, Multistorey Apartment is available for Sale in , Chennai for 70.0 Lac(s)",https://www.magicbricks.com/propertyDetails/3-BHK-1410-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Chennai&id=4d423536343539363537,7000000,70 Lac,Chennai,,,,3,3,3,1410 FTK ,12,Unfurnished,leena deogam,,+91-98XXXXXXX10
2 BHK Flat  for Sale in   Velappanchavadi ,domcache_srp_56754417,"2 Bath,Semi-Furnished,3 floor,West facing A 2 BHK west facing flat with modular kitchen,one balcony with children play area,club house etc",https://www.magicbricks.com/propertyDetails/2-BHK-1059-Sq-ft-Multistorey-Apartment-FOR-Sale-Velappanchavadi-in-Chennai&id=4d423536373534343137,5500000,55 Lac,Chennai,Velappanchavadi,13.067063,80.140821,2,2,2,1059 FTK ,3,Semi-Furnished,Azad,,+91-96XXXXXXX97
1 BHK Flat  for Sale in   T Nagar ,domcache_srp_56747199,"1 Bath,Unfurnished,Ground floor,North facing T NAGAR near Natesan Park, 1BHK FLAT  GF 555 sq ft UDS 288 sq ft  Price 51 lakhs. Only land UDS 288 sq ft value is applied prevailing land value is 5c to 6c per ground 2400 sq ft .Applied rate is  4.25c. Best Deal to the Buyer.",https://www.magicbricks.com/propertyDetails/1-BHK-555-Sq-ft-Multistorey-Apartment-FOR-Sale-T-Nagar-in-Chennai&id=4d423536373437313939,5100000,51 Lac,Chennai,T Nagar,13.042655944824219,80.23866271972656,1,1,1,555 FTK ,Ground,Unfurnished,RAMESH BABU,,+91-97XXXXXXX31
2 BHK Flat  for Sale in   Mahindra World City ,domcache_srp_55885435,"2 Bath,Unfurnished,3 floor,North - East facing 2 BHK, Multistorey Apartment is available for Sale in Mahindra World City, Chennai for 36.0 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-836-Sq-ft-Multistorey-Apartment-FOR-Sale-Mahindra-World-City-in-Chennai&id=4d423535383835343335,3600000,36 Lac,Chennai,Mahindra World City,12.733299,80.005492,2,2,2,836 FTK ,3,Unfurnished,Farhaan,,+91-98XXXXXXX99
"2 BHK Flat  for Sale in   Kubera Nagar, Madipakkam ",domcache_srp_56036585,"2 Bath,Unfurnished,2 floor,East facing good water ro plant cctv camera available",https://www.magicbricks.com/propertyDetails/2-BHK-875-Sq-ft-Multistorey-Apartment-FOR-Sale-Kubera-Nagar-in-Chennai&id=4d423536303336353835,4700000,47 Lac,Chennai,"Kubera Nagar, Madipakkam",12.965710639953613,80.20283508300781,2,2,2,,2,Unfurnished,MMBUILDERS,,+91-98XXXXXXX21
"2 BHK Flat  for Sale in   Kelambakkam, Old Mahabalipuram Road ",domcache_srp_55867997,"2 Bath,Unfurnished,3 floor Offering you top notch amenities, this 2BHK flat is available for sale. Located in the residential area of Kelambakkam, Chennai, this flat is beautifully designed with amazing interiors and superior quality raw materials.Property SpecificationsSpread across a super area of 1009sqft, this flat is unfurnished and therefore you will have the freedom to design it according to your needs and preferences. Also, this flat is up to date with necessary electrical fixtures such as lights and fans.Positioned on the 3rd floor, this Vaastu compliant flat is inclusive of 2 bedrooms, 2 bathrooms, a wide and airy balcony, a living cum dining area and a kitchen that is well equipped with a piped gas connection and an attached utility area.Well equipped with necessary bathroom fittings, of the 2 western style bathrooms, one is attached and the other one is commonly accessible. The balcony is attached to the living room and overlooks the beautiful garden.Lastly, this flat is amazingly covered with top quality vitrified tile flooring that makes the same look simple yet elegant.FacilitiesThis flat is facilitated with an array of modern amenities that include- power back up, lift, club house, swimming pool, gymnasium, park, security, water storage, vaastu compliant, visitor parking, maintenance staff, waste disposal, laundry service, RO water system, cafeteria/food court, conference room, piped gas, outdoor tennis courts, house help accommodation, concierge services, health club with steam / jacuzzi and fireplace.Apart from the above mentioned, this flat also comes with basic facilities such as covered parking space for one vehicle, round the clock water supply, 100% power backup, 4 lifts and tight security via guards and CCTV cameras.LocalityFor medical assistance, prestigious hospitals are located at a very short distance. Also, shopping malls, supermarkets, local markets, banks, ATMs, and many other social amenities are located in the vicinity. Public transport facilities such as taxis, auto rickshaws and buses are easily available here that will help you travel across the city with greater ease. ",https://www.magicbricks.com/propertyDetails/2-BHK-1009-Sq-ft-Multistorey-Apartment-FOR-Sale-Kelambakkam-in-Chennai&id=4d423535383637393937,4200000,42 Lac,Chennai,"Kelambakkam, Old Mahabalipuram Road",,,2,2,2,1009 FTK ,3,Unfurnished,Bala,,+91-90XXXXXXX90
"3 BHK Flat  for Sale in   Tambaram West, Tambaram, Chennai Bypass Road ",domcache_srp_55867115,"2 Bath,Semi-Furnished,1 floor,South facing A 3BHK flat is available for sale in Tambaram West, Chennai. This flat is spacious and is absolutely ready to move in with your loved ones. So, hurry up and make the most of this golden opportunity.Property SpecificationsAged 5 to 10 years, this relatively new flat is semi-furnished and spreads across a super area of 1294 sqft. Also, this flat is blessed with ample natural sunlight and ventilation  that allows you to live in a refreshing ambience.Positioned on the 1st floor, this flat is semi-furnished with 3 bedrooms furnished with wardrobes, 2 bathrooms, 2 wide and airy balconies, a hall and a modular kitchen. Additionally, this flat is up to date with necessary electrical fixtures such as lights and fans.One of the balconies has been recently upgraded with a grill door for safety purposes. Further, this flat is beautifully covered with long lasting and durable ceramic tile flooring that is easy to clean and maintain.FacilitiesThis flat is facilitated with basic facilities such as parking space, round the clock water supply, security guard and lifts.LocalityThis property is located close to Salient valley whereas reputed schools, hospitals, malls, supermarkets, local markets and many other social amenities are located within the vicinity. Prominent banks and ATMs are present in the vicinity for banking needs and services. Travelling across the city is hassle free as various public transport facilities such as taxis, auto rickshaws and buses are easily available here. ",https://www.magicbricks.com/propertyDetails/3-BHK-1294-Sq-ft-Multistorey-Apartment-FOR-Sale-Tambaram-West-in-Chennai&id=4d423535383637313135,6000000,60 Lac,Chennai,"Tambaram West, Tambaram, Chennai Bypass Road",12.935771942138672,80.09375762939453,3,2,3,1294 FTK ,1,Semi-Furnished,Venkata Subramanian,,+91-98XXXXXXX02
2 BHK Flat  for Sale in   S.Kolathur ,domcache_srp_56501337,"2 Bath,Semi-Furnished,1 floor,North facing Well maintained flat. Strong construction. Parking available for car and bike. Maintenance charges of just Rs. 300 per month. I would like to sell the property on urgent basis to genuine and interested buyers. Brokers welcome and will be paid the commission charges on successful sale. The reason for selling this flat is because I would like to move abroad to foreign location. Thank you. Email id purepurchas  gmail . com Wattsapp 91 9773281786",https://www.magicbricks.com/propertyDetails/2-BHK-695-Sq-ft-Multistorey-Apartment-FOR-Sale-S.Kolathur-in-Chennai&id=4d423536353031333337,3300000,33 Lac,Chennai,S.Kolathur,,,2,2,2,695 FTK ,1,Semi-Furnished,Moin Nawaz,,+91-97XXXXXXX86
1 BHK Flat  for Sale in   Siruseri ,domcache_srp_56236007,"1 Bath,Unfurnished,1 floor,South facing Very close to TCS, CTS",https://www.magicbricks.com/propertyDetails/1-BHK-580-Sq-ft-Multistorey-Apartment-FOR-Sale-Siruseri-in-Chennai&id=4d423536323336303037,4000000,40 Lac,Chennai,Siruseri,12.8291616,80.2139363,1,1,1,580 FTK ,1,Unfurnished,Praveenth Ramamurthy,,+91-70XXXXXXX83
2 BHK Flat  for Sale in   Old Mahabalipuram Road ,domcache_srp_56735079,"2 Bath,Unfurnished,9 floor,East facing 2 BHK, Multistorey Apartment is available for Sale in Old Mahabalipuram Road, Chennai for 53.0 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-1152-Sq-ft-Multistorey-Apartment-FOR-Sale-Old-Mahabalipuram-Road-in-Chennai&id=4d423536373335303739,5300000,53 Lac,Chennai,Old Mahabalipuram Road,12.976692,80.251239,2,2,2,1152 FTK ,9,Unfurnished,Deepthi Arun,,+91-96XXXXXXX08
2 BHK Flat  for Sale in   Anakaputhur ,domcache_srp_57116853,"2 Bath,Furnished,Ground floor Multistorey apartment is available for sale. It is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-1070-Sq-ft-Multistorey-Apartment-FOR-Sale-Anakaputhur-in-Chennai&id=4d423537313136383533,3650000,36.5 Lac,Chennai,Anakaputhur,12.977826118469238,80.12718963623047,2,2,2,1070 FTK ,Ground,Furnished,N V Baskaran,,+91-94XXXXXXX30
3 BHK Villa for Sale in Thirumazhisai,domcache_srp_56600725,"3 Bath,Unfurnished,North facing Building approval, property tax, land approval3 phase eb, parking,drinage connection allinclusive   augest offer  is modular kitchen.",https://www.magicbricks.com/propertyDetails/3-BHK-1298-Sq-ft-Villa-FOR-Sale-Thirumazhisai-in-Chennai&id=4d423536363030373235,4800000,48 Lac,Chennai,Thirumazhisai,,,3,3,3,1298 FTK ,,Unfurnished,TarunHomes,,+91-93XXXXXXX70
2 BHK Flat  for Sale in   Veerabhadra Nagar ,domcache_srp_56983861,"2 Bath,Unfurnished,1 floor,East facing East Facing Flat 200 mts from Medavakkam Mambakkam main road, 1.5 kms from Medavakkam junction, 2 reputed schools within 500 mts, Sastha avenue Veerabhadra Nagar location. Available for sale is a ready to move-in 2BHK flat which is designed to carry the freshness of the air and offer you all the comforts of modern life. So hurry up and book this property which is located in Veerabhadra Nagar, Chennai. Property Specifications Located on the 1st floor in a 2-storey building, this semi-furnished flat comprises 2 bedrooms, 2 bathrooms, 4 balconies, 1 living room, 1 dining area, and 1 modular kitchen. More importantly, the entire layout is vaastu compliant, thereby ensuring a healthy and prosperous living for its occupants. Both the bathrooms are equipped with western toilets, wherein 1 is attached and 1 is meant for common use. Appointed with a granite countertop, sink, cabinets and utility, the kitchen is also rendered with sufficient space for the convenience of the lady of the house. Facing the main road are the airy balconies which are connected to the living area, kitchen and bedrooms. Also, this property is covered with vitrified tiles which are highly known for their easy maintenance. The bedrooms are provided with wardrobes where you can place your accessories systematically. In addition, there is an AC available in the master bedroom. A TV unit is also available in the living room as well as each room is outfitted with electrical fittings like lights and fans. FacilitiesIt is a perfectly designed property offering 24-hours water supply, covered parking for cars",https://www.magicbricks.com/propertyDetails/2-BHK-1108-Sq-ft-Multistorey-Apartment-FOR-Sale-Veerabhadra-Nagar-in-Chennai&id=4d423536393833383631,4986000,49.9 Lac,Chennai,Veerabhadra Nagar,12.903765678405762,80.19012451171875,2,2,2,1108 FTK ,1,Unfurnished,Subin,,+91-62XXXXXXX10
1 BHK Flat  for Sale in   Old Mahabalipuram Road ,domcache_srp_55042325,"1 Bath,Semi-Furnished,6 floor,North facing 1 BHK Multistory Apartment For Rent in Old Mahabalipuram Road, Chennai.",https://www.magicbricks.com/propertyDetails/1-BHK-510-Sq-ft-Multistorey-Apartment-FOR-Sale-Old-Mahabalipuram-Road-in-Chennai&id=4d423535303432333235,2500000,25 Lac,Chennai,Old Mahabalipuram Road,12.8244626827572,80.2314271657034,1,1,1,,6,Semi-Furnished,Suchitra Nair,,+91-98XXXXXXX84
"2 BHK Flat  for Sale in   Perungalathur, Chennai Bypass Road ",domcache_srp_55580365,"2 Bath,Unfurnished,3 floor,South facing Multistorey apartment is available for sale. It is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Perungalathur-in-Chennai&id=4d423535353830333635,3420000,34.2 Lac,Chennai,"Perungalathur, Chennai Bypass Road",12.895613670349121,80.0759506225586,2,2,2,900 FTK ,3,Unfurnished,Alwys Robinson,,+91-94XXXXXXX93
2 BHK Flat  for Sale in   Nandivaram-Guduvancheri ,domcache_srp_56112409,"2 Bath,Semi-Furnished,3 floor Multistorey apartment is available for sale. It covered area of 837 sq-ft, it is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-837-Sq-ft-Multistorey-Apartment-FOR-Sale-Nandivaram-Guduvancheri-in-Chennai&id=4d423536313132343039,3000000,30 Lac,Chennai,Nandivaram-Guduvancheri,12.811811447143555,80.0542984008789,2,2,2,837 FTK ,3,Semi-Furnished,Gayen,,+91-94XXXXXXX86
2 BHK Flat  for Sale in   Irungattukottai ,domcache_srp_56175549,"2 Bath,Semi-Furnished,1 floor,East facing 2 BHK flat is available for sale in a very good locality of Chennai.",https://www.magicbricks.com/propertyDetails/2-BHK-824-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Irungattukottai-in-Chennai&id=4d423536313735353439,3000000,30 Lac,Chennai,Irungattukottai,13.005549,79.987092,2,2,2,824 FTK ,1,Semi-Furnished,shanmuganathan V,,+91-98XXXXXXX35
2 BHK Flat  for Sale in   Anna Nagar-Chitlapakkam ,domcache_srp_57073323,"2 Bath,Semi-Furnished,Ground floor,East facing East facing with semi furnished house and ready to occupy.",https://www.magicbricks.com/propertyDetails/2-BHK-Multistorey-Apartment-FOR-Sale-Anna-Nagar-Chitlapakkam-in-Chennai&id=4d423537303733333233,3200000,32 Lac,Chennai,Anna Nagar-Chitlapakkam,,,2,2,2,,Ground,Semi-Furnished,R.JAGANNATHAN ,,+91-98XXXXXXX15
2 BHK Flat  for Sale in   Mogappair West ,domcache_srp_56487613,"2 Bath,Unfurnished,3 floor,East facing 2 BHK, Multistorey Apartment is available for Sale in Mogappair West, Chennai for 70.0 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-993-Sq-ft-Multistorey-Apartment-FOR-Sale-Mogappair-West-in-Chennai&id=4d423536343837363133,7000000,70 Lac,Chennai,Mogappair West,13.0677803402533,80.1589442562351,2,2,2,993 FTK ,3,Unfurnished,Divya  Venkat,,+91-98XXXXXXX47
3 BHK Flat  for Sale in   Thoraipakkam ,domcache_srp_56398053,"2 Bath,Unfurnished,2 floor,East facing 3 BHK, Multistorey Apartment is available for Sale in Thoraipakkam, Chennai for 70.0 Lac(s)",https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Thoraipakkam-in-Chennai&id=4d423536333938303533,7000000,70 Lac,Chennai,Thoraipakkam,12.948914,80.235324,3,2,3,1300 FTK ,2,Unfurnished,Ravi Chandran,,+91-98XXXXXXX47
3 BHK Flat  for Sale in   Siruseri ,domcache_srp_56749633,"2 Bath,Semi-Furnished,2 floor,North facing it is a fully vastu compliant property. it ia fully ventilated and has lots of natural light.",https://www.magicbricks.com/propertyDetails/3-BHK-1026-Sq-ft-Multistorey-Apartment-FOR-Sale-Siruseri-in-Chennai&id=4d423536373439363333,2850000,28.5 Lac,Chennai,Siruseri,12.808648,80.196444,3,2,3,1026 FTK ,2,Semi-Furnished,Madhu,,+91-99XXXXXXX06
"2 BHK Residential House for Sale in Veppampattu, Chennai-Tiruttani Highway",domcache_srp_54875611,"2 Bath,Unfurnished,1 floor,North facing Here is an excellent opportunity for those planning to own a residence in the calm and friendly neighborhoods of Chennai!! Available for sale at a pocket-friendly price is a 2BHK residential house in Veppampattu. This DTCP approved property is also applicable for the PM scheme and the prospective buyer will get up to 90% bank loan. Moreover, the price is negotiable so without giving it a second thought; grab this deal at the earliest!!Property SpecificationsOverlooking the internal road, this 2BHK residential house is only 100m away from the main road hence has easy access to the adjoining areas. Spread over the ground floor; this residential house is a perfect abode for families with kids and senior citizens.Built across a super area of 1000sqft; this residential house has 2 entrances; one facing the east direction and the other faces the north. The house comprises 2 bedrooms, 2 bathrooms, a spacious living cum dining room, a puja room, and a kitchen with a platform and sink.To continue; one of the bathrooms here is western fashioned and the other is designed in Indian style. Moreover; one bathroom is attached to the bedroom and one is commonly available.The flooring in the entire house is covered with vitrified tiles which are not only long-lasting but fine-looking too.FacilitiesThe property benefits from a good groundwater source with a bore well at 120 feet so residents will not face any scarcity of water. Inverter is provided for power backup and covered parking is available for a car.LocalityThe property is hardly a kilometre away from renowned schools, colleges, hospitals and market. Also, gym, tennis court, banks, ATMs are accessible in the range of 500m. So; people here do not have to struggle to meet day-to-day needs.Conveyance will not be a problem for the residents as the bus stop is just 300m away and the railway station is at a distance of 1.2km.",https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Residential-House-FOR-Sale-Veppampattu-in-Chennai&id=4d423534383735363131,3500000,35 Lac,Chennai,"Veppampattu, Chennai-Tiruttani Highway",13.12039852142334,79.997314453125,2,2,2,1000 FTK ,1,Unfurnished,Eswara Reddy,,+91-94XXXXXXX55
"2 BHK Flat  for Sale in   North Jagannatha Nagar, Villivakkam ",domcache_srp_55274149,"2 Bath,Semi-Furnished,1 floor The Property has False ceiling for the hall with inverter facility. Modular Kitchen along with Chimney. Covered Car Park and space for 2 Wheelers parking. Residential area, No Air Pollution. Around 500m away from the Jawaharlal Nehru 100ft High Road and 10 minutes from Padi Saravana Legend.",https://www.magicbricks.com/propertyDetails/2-BHK-958-Sq-ft-Multistorey-Apartment-FOR-Sale-North-Jagannatha-Nagar-in-Chennai&id=4d423535323734313439,7000000,70 Lac,Chennai,"North Jagannatha Nagar, Villivakkam",,,2,2,2,958 FTK ,1,Semi-Furnished,Joshua Livingston,,+91-97XXXXXXX37
