date,reviewer,review,rating,is_real_review
8/13/2016,Grace K.,"My partner and I were very nervous about being able to find an apartment we loved on a decently low budget during a 1-day trip from Michigan to San Francisco- but Inna really delivered!! We are relocating from Ann Arbor to SF, having just graduated in May, and this is our first time moving across the country for a long-term lease. Inna was our saving grace.

She found us a BEAUTIFUL apartment that we can't wait to move in to and it gives us huge peace of mind to have that all set up already as we're packing up here in Michigan. Not only that, but she's been extremely responsive and helpful as we've had many questions about the steps we need to take before we move in. If you're able to, work with Inna! We highly recommend her.",5,0
8/8/2016,Ava A.,"I recently worked with Adam Savick to help me find my first apartment in SF, a process I was dreading to be honest.  While I never had the chance to meet Adam in person as I was in another state, he went above and beyond to help me find a place. He had strong communication and was super accommodating when my friends organized appointments with him to view apartments. He constantly kept me updated of new apartment availabilities and took the time to understand my housing needs and preferences.  I definitely plan to use Rent SF and Adam Savick as an agent for my next apartment search. The professionalism, friendliness and efficiency of the business is impressive.",5,0
7/21/2016,Jackie C.,Like many others I had heard that apartment hunting in SF can be incredibly difficult and frustrating.  I was pleasantly surprised when I was shown a wonderful apartment in Nob Hill by Mari Egan.  The apartment was just what I was looking for and Mari was incredibly responsive to all of my questions and helped me to secure the apartment very quickly and painlessly.  I'd definitely recommend Mari and the RentSFNow team to anyone looking for an apartment in SF!,5,0
7/14/2016,Tiffany C.,"I like doing business with people who are smart, tenacious and empathetic. Inna Rubinichik is all of these things and more. My husband and I were relocated from Los Angeles to San Francisco, and with so much happening, I never wanted to worry about the lease we signed and the unit we signed it for. I wanted everything perfect...PERFECT. And, to my delight, Inna made this happen. We were extremely pleased with the leasing process and our experience with RentSFNow. No hiccups for us--which is how it should always be. Inna and her willingness to go above and beyond (she FaceTimed me to show us twice the progress on our unit as it was under construction when we signed the lease), answer my late night texts and get us what we needed exactly when we needed it, was limitless. She's smart, a go-getter, and someone my husband and I will refer to others.",5,0
4/9/2016,Alex R.,"We just moved into our lower nob hill apartment, and it's fantastic. Adam was really helpful and get us into the apartment we wanted very quickly. Everyone I've dealt with has been very professional.",5,0
3/6/2016,Mike L.,"I was fortunate to be connected with Dean Smith and could not be more impressed by this professional. Dean helped uncover listings that we would never have found on our own and helped me find my ideal location. He's the type of person you want on your side: knowledgable, considerate, astute, and incredibly hardworking. I'm already referring Dean to my other friends and colleagues looking to find new spaces in the city. Dean just gets it, and I trust him immensely. Thank you Dean!",5,0
2/25/2016,Kirill S.,"This review is to Inna, who really helped us in renting our place. Very communicative and responsive! Great great experience working with you guys!
Keep it up!",5,0
2/20/2016,Stuart M.,"I want to give a big shout out to Normita Smith who helped my friend Charlie and I acquire a newly renovate place in the Tenderloin. Normita was so helpful from start to finish with making sure Charlie and I were well poised to be the front runners for the place.

We saw our number 1 spot on a Friday evening and Normita made sure it was ours by Saturday morning. That's service. I would highly recommend using Normita in the future for any housing needs. She is kind, focused, and incredibly communicative. Thank you!",5,0
"7/26/2015
Updated review",John C.,"Just leased an apartment with RentSFnow they rock! Gave me 3 options to choose from and I only had to work with 1 person, easy and efficient!",5,0
6/25/2015,Brendan O.,"Leasing an apartment from overseas for an international student is fraught with all sorts of challenges, especially when one is unfamiliar with the market.  With his knowledgeability, insight and prompt follow-up, Adam Savick of RentSFNow guided us seamlessly through the process with the result that our son moved into a very suitable apartment less than a week after arriving in San Francisco.",5,0
10/16/2014,Morgan R.,"I called into the office to find a studio while I go to Hasting College. I was interested in 735 Taylor to be exact. The lady Latrina was SUPER funny, nice and knowledgeable. I didn't go see the unit (because the price was out of my range) but it was refreshing to talk to someone that listened to my sob story and was beyond genuine. Latrina even gave me her personal call number in the event that I upped my price range (super cool right) Although I didn't get much out of the deal I strongly suggest working with this lady. You don't run across kind people like this anymore",5,0
9/5/2014,Lela G.,"My leasing agent Alexa Aguilera was fabulous! She was very friendly, extremely responsive and very knowledgeable about the building property.

It was also very convenient to sign my lease electronically via DocuSign. I would highly recommend Alexa and RentSFNow, as this was one of the better leasing experiences I've ever had.",5,0
9/2/2014,Feather D.,Mari Egan from RentSFNow was very helpful  .She guided us step by step through the process of renting in the perfect location in a dog friendly apartment building.We highly recommend using her.,5,0
7/17/2014,Kevin S.,"I had an amazing experience with RentSFNnow.  I happened to meet MARI EGAN on my first apartment look.  I explained to her that I was new to California, was in Marin for 4 months and ready to move to the city immediately.  Mari went out of her way to help me find the perfect place for me  and my husband.  She showed me an apartment and it was what I wanted but there was already a contract on it from another leasing agent.  Mari then found me the apartment I am in now and showed it to me the next morning at 9:00am. We were moved in within four days.  It was so expedient I would recommend her to anyone, anytime and with the utmost assurance that she will take care of them.

She processed my application the day I put it in and I took deposits to the main office and hours later we were approved.  She spent hours and hours answering my questions via text messaging and was prompt to answer each and every time.  She even took the time to listen to my life's moments and helped me get situated without batting an eye.  I actually got the keys the next day.  I did a walk through with management and we moved the next day.

We have been here for four days now and are happy as clams.  I sent Mari a text message on the weekend that we were in and she answered with a big ""HURRAY"", what a magnificent agent.  I higly recommend Mari to everyone, you CANNOT go wrong.",5,0
7/7/2014,Jason C.,"Mari was the leasing agent for the apartment we were interested in renting.  We were across the country and she made it easier than I could ever imagine. She responded to every question, comment and concern during all parts of the day.  She was an absolute pleasure to work with and I highly recommend leasing one of her listings.",5,0
6/14/2014,Allison B.,Had a great experience with Mari at RentSFNow. Process moved very quickly with zero hiccups. Appreciate the online lease process and her responsiveness on text/email.,5,0
1/8/2014,Justin S.,"Sean at RentSFnow is a STAR.

He's a rare mix of a genuine people person and a serial deal closer. Sean will get things done for you.

I landed in SF from London on a Saturday, needing to start work on Monday... Without Sean's help, driving me around to different neighborhoods until Sunday evening to get a feel for how rents and spaces compared, I could never have landed my beautiful sunbathed studio in Lower Nob Hill. He helped me expedite the procedure by visiting my bank with me and I had keys in hand less than a week after landing.

I visited RentSFNow's offices before signing, and went to their office again to pay my first month's rent. They've always greeted me courteously.

Thanks Sean!",5,0
5/8/2012,Aastha G.,"I recently signed a lease with David and the process couldn't have been easier! I contacted RentSFNow on Thursday, May 3rd and David contacted me a few hours later with a listing in the exact neighborhood I wanted and in my price range. We did everything over email as I was in NYC and he was in SF.

David took tons of pictures and emailed them to me; I loved the apartment  and made my boyfriend go see it that night  to make sure everything was legit. Once my bf said it was great, I sent David all my documents via email and signed the lease. I am super excited when I go back to SF this week that I will have a new home!

Though I haven't met David in person yet, he is very pleasant to speak to and more importantly he is quick via emails, texts and phone. I would definitely use the company again.",5,0
11/22/2011,Marissa M.,"I cannot say enough positive things about working with RentSFNow.  I am relocating from Florida and throughout every phase of the move they have been a pleasure.  Lisa has gone above and beyond to keep me informed, stay in constant communication with me and show me apartments that she thought best suited me and my dogs needs.  I am so excited to be moving to SF and even more excited to have found the perfect apartment.  Forget Craigslist, call someone from RentSFNow and they will help find you the perfect apartment.",5,0
10/11/2011,Jessica S.,"Just rented an apartment from them and had a great experience. Moving is not a fun process, but I talked with a few of their agents and was able to see a few of their places, which made things much easier. Had a great experience with them and would refer them to my friends.",5,0
9/28/2011,sara l.,"I absolutely loved working with Lisa from RentSFNow.  I just moved to San Francisco from Boston and I was a little worried about finding a good apartment to fit my needs.  I called this company because of a Craiglist add I looked at.  I got in contact with Lisa who told me when her open houses were.  The first two apartments didn't work out, but I was able to stop looking at Craiglist because Lisa referred me to 4 other apartment listings she had!  I am now finally all moved into my new apartment in San Francisco and couldn't have been happier!  

The best part is all of RentSfNow's apartment listings are Pet Friendly!! :) woof!",5,0
9/28/2011,Jacob R.,"I recently rented a unit from RentSFNow and could not be happier with how everything turned out!  From my initial inquiry on Craigslist all the way through to signing my lease, the process was seamless and the leasing agent I dealt with went above and beyond to ensure I was happy and confident moving into my new home.",5,0
7/2/2021,Karen K.,"We love this building and especially love Paulo, the building manager.  Paulo is so responsive whenever something is needed!  He showed us several units including the one we ended up renting, and he was so charming, knowledgeable, helpful and friendly throughout the process. The building is elegant and beautifully maintained, with lots of charm and great amenities like a laundry in the building and a secure lobby for deliveries. And the neighborhood is amazing! We couldn't be happier here. Many thanks to Paulo!",5,0
6/29/2018,Sam B.,Leasing staff is very helpful and personable. Apartments are very high quality and gorgeous. Overall a wonderful experience and I would recommend them!,4,0
12/28/2017,Austin K.,Fantastic apartment building...Thnx,4,0
7/14/2017,Tina N.,"The Duboce is a beautiful place with a magnificent view and a great location. I am in a 1B and it is spacious, has all the amenities I need and plenty of daylight (which I really love!). The staff is friendly and always helpful and especially the Manager, Tyler, is great. The rooftop terrace has one of the best views in the city.

I did experience a few initial challenges with my leasing agreement; first, the actual agreement got stuck in the system somewhere so I couldn't sign it, and for my initial deposit, I was told two different amounts by two different leasing agents. When I asked for a receipt for the amount (as my employer would be issuing the check), I was given a screen shot and told that was all, I could get. That was quite difficult to get approved with my boss.",4,0
6/5/2019,Nicole N.,"I came last Wednesday to visit my friend and was blown away by how beautiful the apartments are. I happened to come while they were doing an appreciation night and I was really amazed that the apartment management was doing something like that. They had lots of food, drinks, a raffle and even a Dj. I was introduced to the manager Brittany and she was so welcoming even to me as a guest.  She was very involved with all the residents and engaged with everyone in such friendly manor. In the two years my friend has lived there they've never had many events so it was nice to have two in the same month. I really like the sense of community the management team is trying to build and how involved they are with the residents. It makes a difference when I visit. I definitely look forward to visiting again !

.",5,0
6/5/2019,Brittany S.,"Recently moved in and I am really enjoying the area, community and apartment home. The rooftop deck is beautiful and having a rooftop hot tub is def. a plus. I love that location is so close to freeways and public transportation and grocery stores are walking distance. Def happy with my choice to call Duboce home.",5,0
7/17/2017,Celeste G.,Duboce Apartments is so beautiful! I went in without an appointment to check it out since I'm considering moving to the area. Sunday and Mahary were great! They fit me in their schedule and gave me a tour and I couldn't believe how clean and cute it was! The views from the roof are so beautiful. 360 views of the city that you can't find anywhere else! I wish I could afford living in this brand new community! Mahary and Sunday knew their stuff too and made me feel at home! I definitely recommend to everyone!,5,0
7/15/2017,Abby M.,"Fantastic staff and a wonderful place to live.
Loving living in our new home.",5,0
7/14/2017,Brynn M.,"The spectacular view, especially from the rooftop, is enough to rate 5 stars! The management is extremely helpful and the move in process is absolutely seamless. I recommend Duboce to anyone looking for the best place to live in San Francisco.",5,0
7/7/2017,Jon R.,"From the neighborhood to the staff this apartment building has passes all of my expectations. My apartment is brand new and everything is top of the line. Gas range stove, huge washer and dryer, and luxury finishes like thick baseboards and door trim. The builders really paid attention to detail here and it goes to show. All of that said, the staff is really what made the leasing process so easy for me. The girls in the office are so sweet and are always available if I have any questions. They made leasing super simple, and everything was online and easy to work with. I would have to say the best part is the roof. The fire pit and barbecues are perfect for entertaining my friends and there's even cornhole and a hot tub for the residents. Like I said before this community was very well done and I'm beyond happy to be a part of it. Thank you, Duboce team!",5,0
6/3/2017,Siobhan B.,"The apartments are simply stunning amd beautifully appointed. They have great views and lots of natural light and the neighbor hood is safe and close to great restaurants and bars.
The roof top has an amazing view of the city and there are great amenities throughout the building.
I moved here very recently from the UK and so the process of leasing was new and very different but the leasing professionals were brilliant. They explained everything I needed to do and documents I needed to obtain and were super helpful. The online concierge and residents portal also made the process accessible and easy to set up insurance and utilities too. Mahary , Sunday and Tyler have been really welcoming and made the move here stress free.
Highly recommend this as a place to live with wonderful employees and a really well managed building!",5,0
5/24/2017,Megan G.,"Recently had a tour given by Sunday, the facility is absolutely gorgeous and has a very modern, yet warm and comfortable atmosphere. The location is great, not too far from the Castro Theatre and many of my favorite restaurants. The staff is incredibly friendly and helpful, Mahary, Tyler, and Sunday are all so sweet and the level of professionalism shown by each member of the staff was inviting. Though unfortunately the units available are out of my budget, Duboce is definitely an ideal place I where I would love to live.",5,0
5/14/2017,Lade O.,"I just moved to SF a couple weeks ago and I am extremely happy I chose Duboce. I love that the neighborhood is very safe and clean. Everything you need is in walking distance - parks, grocery stores, fantastic restaurants, and much more!! I've been having a great time thus far exploring the neighborhood and all it has to offer.",5,0
4/25/2017,Ed O.,"We are very happy with our choice to live at The Duboce.  The service offered by the entire onsite team is really good.  I can't remember another time when the follow-up at an apartment complex was so professional and timely.  The property itself is nice and the parking situation is great as I am able to charge my electric vehicle at the property.  I would also add that from the beginning of the process when I was trying to decide which apartment to select the leasing agent (Sunday) did a great job of helping us select the right apartment for our needs.  And when we moved in we were accommodated with flexibility in elevator schedules and a range of support services that we were not expecting.

I recommend The Duboce for location, physical property, and onsite services.",5,0
3/28/2017,Brian C.,"Tyler and his team are the best.  They are knowledgeable, easy to talk to, and extremely helpful throughout the process of touring the building all the way up to and including the lease signing.

I highly recommend working with them and seeing the beautiful Duboce building if you're in the market to move.",5,0
4/1/2014,Betty O.,"I said that I would come back and update my review if Park-West Essex listened to my concerns. So the buildings are cleaner now, but unfortunately, I have a new negative feedback due to a problem that the management office has acknowledged is becoming a common complaint from multiple tenants: secondhand smoke.

The management office (Joseph and Shaniqe) ALLOWS smoking inside the apartments. So if your neighbor smokes, your whole apartment will be full of secondhand smoke. The management office keeps telling tenants who complain that there is a law in California that doesn't let them forbid smoking in the units. They say that they can forbid smoking in common areas only, however, that isn't the case either, since their own employee (Mike) smokes in the property. So to make the long story short: they do NOTHING about secondhand smoke coming into your apartment. These are old buildings, so even my remodeled apartment gets the secondhand smoke from my neighbors, along with their noise (no sound proof either; I could write pages about this too). I understand there is a law, but I also know that according to the San Francisco Apartment Association they can do a lot more than ignoring the complaints (especially since they are many): ""The San Francisco Rent Ordinance provides that a landlord may terminate a tenancy where ""[t]he tenant is committing or permitting to exist a nuisance in, or is causing substantial damage to, the rental unit, or is creating a substantial interference with the comfort, safety or enjoyment of the landlord or other tenants in the building, and the nature of such nuisance, damage or interference is specifically stated by the landlord in the writing as required by Section 37.9(c) (sfaa.org/january2013/130…).""  Also, it is their responsibility to inform the smokers that they must avoid secondhand smoke coming into my apartment: ""While smoking may be legal within the unit, it is the tenant's responsibility to prevent the migration of smoke from the unit to the common areas and other units. In letters to smoking tenants, you could suggest quitting or, alternatively, going outside to the street to engage in their habit (sfaa.org/january2013/130…)"". What about preventing smoking through the lease (nonsmoking addendum)? Forget it, they have no initiative at all. The comfort of their tenants is at the bottom of their list.

You might be asking yourself, so why is this person living there? Because I'm waiting for my lease to finish. I'm not planing to pay the one-month of rent early termination fee.

But since this location is really good, I'm putting 3 stars instead of 2 stars.",3,0
4/7/2012,Julianne F.,"I lived here during my last year at USF, and I really appreciate the friendliness of Martine and Katie, the landlord and managers. The grounds were well kept and the ammenities were great - especially as far as SF apartments go. The laundry rooms convenient and rarely overcrowded, the pool downstairs is something you never find elsewhere, the dog walk was regularly cleaned, the elevators are SO convenient and the maintenance team is quick to respond to any apartment issues. I also really appreciated their pet policy as they are less strict about breeds, but more strict about individual personalities of the animals. It's also right next to the 71 bus and a few blocks from the N-Judah, 28 and 29 buses. The location is right next to the main drag of Inner Sunset too, so a five minute walk can take you right to good bars and food :)

A few downsides are that, when apartments are being updated, sometimes you can get last-minute notice that maintenance or renovation teams will be working above you or possibly through your apartment. Also, if there are notices for water shut-off, they're placed downstairs in the mail area/lobby for our building, they're not always accurate or present - but I don't know how much of that is Park West's fault. Also, the prices are pretty high, but again, it's SF, so they're definitely not as high as most other apartment complexes.

Overall, I enjoyed living here and I recommend others to look into Park West.",4,0
"2/10/2020
Updated review",Prevod P.,"We've been living here over 10 years. Have seen managers and maintenance come and go. For the past few years we've had some minor issues around the apartment (as expected living here for so long), and the maintenance and support staff at this location have exceeded expectation. Always kind, professional and respectful. Special kudos to Mr. Ramiro who always goes above and beyond. Most recently has helped us replace our fridge and the process was painless (done in few minutes while I went shopping). Support staff keep this place neat and clean. Thank you!",5,0
1/14/2017,Jon F.,"Spent about a year living here.  Staff were very nice, incredibly helpful, and very accommodating.  Would definitely live here again, if I were going to move back into the city.",5,0
7/15/2015,Pratap M.,Excellent Stay at Park West with all amenities and very helpful staff. Whenever I had any issues the team at Park West came to the fore and helped us out. It is unfortunate that I have to leave I an emergency but definitely Once I reach my country I will recommend this apartment to all my colleagues. Keep it up Park West!!!,5,0
6/23/2021,Taste E.,"Beware of living in this community.

- You will live next to the highway - noisy, pollutant, etc

- The building makes a ton of noize between the hours of 4am - 6am moving multiple garbage dumpsters in and out of their garage multiple times a week. the noize woke us up every morning during the week

- they contract with a landscaping service that uses gas powered leaf blowers and mowers. the noise and carbon monoxide pollution are unbearable. Every Wednesday they are polluting the grounds right next to a children's playground. And their concierge on duty every Wednesday would not even speak to us about requesting that the landscaping service use more eco friendly equipment around small children. Think about that, they pay a service to pollute and make noize and dont care about their residents or their children.

- and the people who work the front desk are incredibly rude and unhelpful

For the money there are far better buildings in the area to consider.

AVOID RINCON GREEN at 333 HARRISON STREET",1,0
4/14/2017,Anonymous A.,"The female called Ali at the front desk is really unprofessional, impatient and rude when talking to tenants. Seems like you owe her money.",1,0
1/23/2017,Jane A.,"UPDATED REVIEW. Those neighbors are now harrassing me! Look at the message ""Jake F"" sent me, who claims I am a fake account, but if you perform a google search on his picture, you can tell it is his account and photo that is not real!!! As for, walking downstairs and speaking to someone, if Jake F was a real person or lived here, he would know that apt staff works 9-6 and only sec guards are downstairs after that, who do not know what is going on. Those of us who work during the day for a living cannot walk downstairs and talk to someone.

Shockingly bad neighbors and management.

Apparently one of our neighbors was so drunk they left their sink on for hours or days, which caused water filled with food to leak all over their unit.  And the apartment was so shoddily built, the water is leaking through 6 floors to affect units all over the complex, not only theirs.

One of my neighbors said there's a very real possibility many many units will become infested with mold as a result.

Guess what. There have been NO updates or notice from management about all this. They just want our water damaged and mold growing units to continue and force us to leave so they can raise prices.",1,0
10/7/2018,Ziyi Z.,"This is a very clean apartment complex. It's a nice gym.
Some crime in the building, but that's to be expected for the neighborhood. The staff was generally attentive.",4,0
6/24/2020,Heather N.,"Out of all my apartment living experience, I would say that Rincon Green is by far the best community that I have lived in.

The complex is always clean, and the staff here are really genuine, friendly, and good people.  They are so helpful and sweet.  Honestly, everyone I've come across are just really nice and happy and positive.  It makes for a very pleasant place to live in.  

I would highly recommend anyone who is thinking of leasing here to come and check it out.",5,0
6/5/2019,Alisha C.,"Rincon Green is an amazing place to live!! The location is perfect and close to the financial district and Embarcadero, and even though it is in such an urban area the lawn area and courtyard make it feel homey! The gym has great equipment and is always clean, and other offerings such as the wifi lounge, rooftop BBQs and the free coffee/tea are added perks. We could not have asked for a better SF apartment experience!!",5,0
12/7/2018,Sam K.,"This apartment complex will most likely be the best apartment complex I will have ever lived in in my life. The staff are incredibly helpful and friendly, the complex is beautiful and clean, and it comes with really great amenities in a great location of SF. I don't really know what else to say besides ""this place is the best"".",5,0
5/22/2018,Jeff S.,"To Allison Meyer, Venessa Amador, and the entire staff at Rincon Green:

After looking around San Francisco for an apartment our choice was made easy. 333 Harrison Street was by far the cleanest and most conveniently located. The staff are very friendly and helpful and the apartment was in perfect condition when we moved in. It was cleaned, painted, and restored top to bottom. The appliances were spotless. Everything felt brand new. From the time we first touched base with Venessa for move in, to move out day with Allison, my family have only great things to say about my son's stay. If you're looking for an excellent place to live I highly recommend calling Rincon Green.

Tell Allison who is an amazing person to deal with, that Jeff sent you!",5,0
10/10/2017,Tom R.,"Just moved to SF in April and very happy to have found Rincon Green! Modern units, onsite parking, in unit laundry and great gym. Definitely recommend living here. The front desk staff are the best!!",5,0
9/26/2017,Ime A.,"I've called this wonderful place home for the past FOUR years and from the first day everything was been amazing -- i.e. staff, amenities, neighbors, location, etc.

I've now lived in a few different apartments across the US over the last decade and this was by far the best experience that I've had anywhere.",5,0
9/22/2017,Tony M.,"I moved into Rincon Greeen via a relocation and during the 1st 4 months my lodging was provided via my companies relocation policy. The RC community is great - clean, conveniently located within the SOMA/South Beach area and has all the amenities imaginable (great staff, concierge package service, onsite fitness center, awesome rooftop deck, garaged parking for guests!!!!, etc.). When my corporate place expired and the time came for me to move, I did move but loved the RC community so much that I stayed and moved downstairs to a different unit within the same complex. The staff is so welcoming and helpful and being new to the city safety was important for me and especially my family and there was never a time where we didn't feel completely safe and part of a broader community.

I could not recommend Rincon Green more highly. The front desk attendants are Always pleasant and very helpful and the leasing office managers (Allison and Janae in particular) are simply delightful. They regularly accommodated my requests to let vendors into my unit for furtniture deliveries, utility installs, etc. They even helped me sign up for a free year of high speed internet service through one of the providers the building has partnered with! They've always been responsive, informative and tuned in to the needs of the residents. The RC resident portal also offers very convenient ways to manage your account, communicate with other residents and just learn about the area.

I could not have asked for a better community to live in. It really eased my transition to SF and put my mind at ease overall.

5+ star experience in every way!!
Tony M.",5,0
10/4/2016,Albert P.,"Was a resident this past year at Rincon Green.  Overall a great experience with both the facilities, staff and leasing office.  The service request team is top notch and with a great attitude regardless of how rushed of a request is made to fix something.

More importantly they are super flexible, I had to move given my new place was completed ahead of schedule and ahead of my lease expiring.  Joe and Allison from the leasing office were super flexible in working with me to break the lease early with minimal cost, definitely was a pleasant surprise.",5,0
7/20/2016,Yang Z.,"I lived in a 1b1b room in Rincon Green for one year from 07/2015 and I would highly recommend it. First, the room is very new, there is only one renter before me, and it really looks clean, fresh, polished. Second, I REALLY love the hot tube on the roof. Third, there is a big yard in front of the apartment, feels good to live in green in the mid of the downtown. Fourth, facilities in the gym new and comprehensive. Last, staff here are easy going. I won't leave if I didn't buy my house, and my wife is still yelling about go back for the hot tube LOL",5,0
6/29/2016,Shalisa P.,"My roommate and I lived in this building for 6 months and had a very positive experience.

Some Pros:
- We worked in SoMa and FiDi, so the location was great for our purposes. The Bart and Transbay Terminal are nearby, which made getting around the city without a car very easy.
- The staff is very professional and efficient. Whenever we needed service in the apartment, it was easy to put in a work order, and they would have it taken care of by the next business day. They are quick to answer any questions and are generally available.
- Great amenities from the gym to the free coffee/tea and package concierge.
- No noise problems in the apartment we were staying in (the west side of the complex).

Minor Con:
- The premium rent is a bit of a con but somewhat expected for the location and type of apartment building. It is comparable to similar buildings.",5,0
6/22/2016,Sneha M.,"The property is great and I highly recommend this to future tenants. Me and my husband lived here for 6 months and would continue staying if we did not have to leave the city!

Allison, Venessa and the management/staff is extremely friendly with all the queries and have been very kind and helpful with anything needed.

The location of property is excellent, walking distance to bart, muni stop or ferry building is about 15 mins walk, cal-train -20 mins walk.

The highlights of property are the hot tub at rooftop with amazing view of bay bridge and 24 hours onsite gym facility.

Despite of the studio we never felt it any small in size or even uncomfortable. The appliances (dishwasher, washer, dryer, microwave) were all good as new. If there was any service issue it was always resolved within a day.

Appreciate the minor details too: Welcome brochure and area guide when you move in, cute welcome home keychains, coffee during the day, 24/7 package concierge, luggage cart and more.",5,0
6/12/2016,Laura M.,"Lived here for 3 years.
Staff are great; esp. Cam and Joe at front desk and Venessa in the office.  Service requests (like lightbulb replacements) are addressed promptly.

Location is good and bad. Good since it's easy to walk to BART, the Ferry Building etc, but bad as it's next to the freeway entrance and can be a pain around rush hour.  

P.S. The onsite yoga classes are pretty great too.",5,0
6/12/2016,Robert M.,"My wife and I lived in this building for 2 years (2014-2016) before moving away and enjoyed our experience of living here.

Some of the things we particularly appreciated:
1. Location allowed us both to walk to work in SOMA and to the Ferry Building farmer's market on weekends. A Philz also opened up a block away to cover our coffee fix.
2. Staff was friendly and helpful with random questions, receiving packages etc. The few times we needed service work on our unit (light burned out) etc, they took care of things efficiently.
3. The on-site gym, while lacking a bit of the shiny new feeling, was really handy.

Some things to be aware of that were less appreciated:
1. Relatively speaking, you'll be paying a premium rent for the space.
2. We lived in two different units; our second unit, which was on the outer perimeter in back, could occasionally get noisy in the bedroom from bay bridge traffic. Definitely recommend living facing in the courtyard if possible.
3. Since the building is near several freeway ramps, traffic around rush hour can get crazy if you need to drive/uber/lyft around that time.

For us, the benefits totally outweighed the downsides.",5,0
6/5/2016,Giancarlo D.,"I have lived here for the past year and love Rincon Green. It may not be as flashy as the new developments in Rincon Hill that are popping up every week, but Venessa, Cameron, Joe and the rest of the staff really make up for it by providing incredible service to residents.

Rent is reasonable (by SF standards), emails are answered quickly (sometimes within minutes), service requests are completed promptly, and the property is very well managed. Units have new appliances, large windows, and ethernet ports in most rooms. The gym is huge, and is as nice as they come in this neighborhood. The rooftop is landscaped with succulents and has more than enough seating for you and your friends.

The only downsides are no fault of the staff or building. The San Francisco Bay Bridge is within 50 feet of the building, which means that noise and air pollution on this property are probably higher than in most other parts of the city. For this reason, it's hard to enjoy Emerald Park or the rooftop during times of heavy traffic (mornings and early evenings). That said, the apartments themselves are incredibly quiet and air circulation within the units is more than adequate on even the warmest days in this part of the city.

The biggest plus for me is Emerald Fund. Venessa and the management team are great to work with and I would definitely recommend this building to anyone looking for a convenient SF apartment.",5,0
1/13/2016,Troy H.,"I had a wonderful time as a resident here. Great location with friendly leasing office team. Emyli and Venessa were so helpful during the leasing process.

Very convenient to get to the freeway and my apartment had views of the bridge. One of the best places I've lived in so far!",5,0
8/13/2015,Alexx D.,"I lived at Rincon Green for 1 year & enjoyed every single minute! I initially moved there because it was close to work, but after getting to know the city, I would have still lived there no matter where I worked. I recently moved, but only because I relocated to another city.

Rincon Green is like a beautiful sanctuary in the city with calm, serene green space & amazing amenities, including free yoga classes, balcony apartments, rooftop grills & a hot tub. The building is safe & always kept in immaculate condition from the lobby to the parking garage, rooftop entertainment area & fitness rooms.

The staff at Rincon Green all seem to love their jobs. They are extremely pleasant, courteous, helpful & genuinely interested in how you are doing. I've lived in 5 different states, and the management, leasing & maintenance staff are the best of any place I've lived. Everyone is top-notch, especially Sarah, Vennessa and Jairell (whom I truly appreciate for being kind enough to help carry my very heavy sofa when I was moving out).

Rincon Green is conveniently located near restaurants, food stores, shopping in Union Square, AT&T Park, BART, & so much more. It has a beautiful view of the Bay Bridge from the front gate, and it's perfect if you like to go for a walk, run or bike ride along the Embarcadero.

My actual apartment unit was wonderful, too. It was always quiet, and I loved my dishwasher, washing machine & dryer, quartz countertops and plenty of closet space. Plus, the leasing process was super simple. It was so quick and easy, I became a resident just 1 day after moving to the city with no leads on where I should live.

Rincon Green is one of the best parts of my 1 year stay in San Francisco. Having such a lovely place to come home to every day played a huge part in my overall comfort & happiness, while being 2,000 miles from my hometown.",5,0
2/20/2015,Pedro F.,"I've been living in Rincon Green for 5-6 months and I absolutely love it! The apartments are super nice, cozy neighborhood and you are close to everything with bike or public transportation.

Even though is between construction zone you can't hear a thing from inside the building.

I love to run and you can actually go to anywhere around and have an amazing view.

Best place, totally recommended",5,0
9/13/2014,William L.,"This property management and it's office members are SUPER nice and helpful and they will go out of their way to make you feel at-home. Although I did not end up living at Rincon Green (for reasons on my end), my experience with Rincon Green was extremely professional and I will seek them out again if/when my situation matches what they have to offer. In case my opinion is not enough for you, just check out all the other reviews and go talk to some of their current residents. Specifically, I worked with Chante and Sarah -- if you are with them you are in good hands. I hope this place continues to keep up its good practices, it is a good example for San Francisco landlords.",5,0
6/20/2013,Quin J.,"I love this place.I came about four times in the last month for a short while.Now living with a family member here and the place is beautiful, from the landscaping to the people in the place.The security is really hospitable and almost like concierge.Kudos to Cypress Security on their team of Security.Especially the newest one, he keeps a presence around here ;-)",5,0
12/22/2020,Shaneakqua S.,"This company needs to be shut down...the management is disgusting and literally don't EVER call you back. I've been waiting 20+ days to get a refund that I was supposed to have been sent weeks ago. I was supposed to move here but these people are rude, unprofessional, ignorant, liars who lie about what they are going to do. The communication is horrible and you're giving out false information about what I'm supposed to do and where I'm supposed to go, and who I'm supposed to talk to. They are liars...They are a horrible company and I pray that no one has to be subject to the horrendous acts of blatant unfairness that I have. I wish nothing but exactly what you dish out to come back to you. Your company will be out of business soon and I hope the good people here find something better. Other than that you are all the most disgusting ignoramus' I've ever met. DON'T COME HERE OR YOU WILL LOSE $500! HAPPY HOLIDAYS!",1,0
