name,id,description,url,price,priceInWord,cityName,addressLocality,longitude,latitude,numberOfRooms,bathroom,bedroom,floorSize,floorno,furnshingstatus,agentName,agentCompanyName,agentMaskedmobilenumber 
3 BHK Flat  for Sale in   Devanahalli ,domcache_srp_53425865,"4 Bath,Unfurnished,3 floor,East facing Professionally designed and constructed by skilled engineers and architects, this beautiful 2077 ft2 3-BHK apartment is up for sale, with a promise of an unmatched sense of privacy and comfort to the buyer! If you are seeking a spacious, airy and sunny residence in Devanahalli, Bangalore, then this property is truly worth your attention and consideration...!Note-The builder (House of Hiranandani) has a proven track record of excellent quality of construction all over India. -There are numerous amenities in the lush green and serene environment with a lot of open space.-A-khata property",https://www.magicbricks.com/propertyDetails/3-BHK-2077-Sq-ft-Multistorey-Apartment-FOR-Sale-Devanahalli-in-Bangalore&id=4d423533343235383635,12500000,1.25 Cr,Bangalore,Devanahalli,13.235892,77.694798,3,4,3,2077 FTK ,3,Unfurnished,Kaushik,,+91-72XXXXXXX98
"2 BHK Flat  for Sale in   Prakruthi Layout, HBR Layout ",domcache_srp_56885493,"2 Bath,Furnished,4 floor,North - West facing Well-placed close to all your conveniences and the public transport facilities, this elegantly crafted 2 BHK flat for sale in SLV Pride, Prakruthi Layout, Bangalore is indeed a perfect place to dwell in with your beloved family. Property SpecificationsOwner's Note- ",https://www.magicbricks.com/propertyDetails/2-BHK-1120-Sq-ft-Multistorey-Apartment-FOR-Sale-Prakruthi-Layout-in-Bangalore&id=4d423536383835343933,5000000,50 Lac,Bangalore,"Prakruthi Layout, HBR Layout",13.020227432250977,77.60841369628906,2,2,2,1120 FTK ,4,Furnished,Shobhit mathur mathur,,+91-97XXXXXXX99
2 BHK Flat  for Sale in   Electronic City ,domcache_srp_51769699,"2 Bath,Furnished,Ground floor,East facing Attention please…! Here is the most delightful 2BHK flat up for sale in one of the noble societies named as Moon Mist in Electronic City, Bangalore. The potential buyer is assured to make a secured investment of the hard-earned money as this property comes with freehold ownership right. So, hurry up to buy now!!!Property SpecificationsAdvantageously located on the ground floor of the 4-storeyed building, this east facing flat is aged between 5 to 10 years and is ready to move in with your beloved ones.Immaculately designed & brilliantly planned, this semi-furnished flat comprises 2 bedrooms, 2 bathrooms, 1 balcony, living room and a kitchen cum dining area with cabinets, wall cabinets & lofts.Both the bedrooms are furnished with lofts and wardrobes to offer you enough convenient storage space. Outfitted with geyser provisions & fashioned in a western mode, 1 bathroom is attached whereas 1 bathroom is common.Overlooking the mesmerizing views of the garden, the airy balcony is connected to the kitchen. To give a classy look, all the rooms are nicely topped up with the ceramic tiles on the flooring.   FacilitiesThe prime amenities/facilities such as 1 open parking space, gym, party hall, library, children play area, 24hours water supply, 100% power backup, security guard and CCTV cameras are available in this grand society.LocalityThis apartment is located near Infosys (2kms), Wipro (2kms), HP, DXC and many restaurants such as Paradise, BB, McDonald's & Domino's.The other civic utilities like prominent schools, reputed hospitals, D-Mart Shopping Mall, Village Shopping Center, major banks and ATMs are found within a periphery of 3kms from this flat.For easy commuting, you can access the Electronic City Metro Station at a distance of 3kms and different public transports like autos, buses & taxis within the proximity of this society. ",https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Electronic-City-in-Bangalore&id=4d423531373639363939,3830000,38.3 Lac,Bangalore,Electronic City,12.84842,77.649451,2,2,2,1000 FTK ,Ground,Furnished,Rajasekaran M,,+91-90XXXXXXX51
"2 BHK Flat  for Sale in   Thubarahalli, Whitefield ",domcache_srp_56403839,"2 Bath,Unfurnished,Ground floor,East facing Spacious 2BHK Flat with no common walls for sale at great price. A Khata, OC Received and all documents cleared with zero legal issues. Very close to schools, hospitals and IT Parks such as ITPL, Outer Ring Road and Whitefield making office commute short and easy. Friendly society with great amenities such as Gym, Swimming Pool, Separate Play Area by Age groups. Overlooking a fully Tar Road with just 700m distance to Whitefield main road and just 1.5km to Kundanahalli Gate Signal. The Flat is East Facing and Vastu compliant. A worthy purchase consideration!",https://www.magicbricks.com/propertyDetails/2-BHK-1175-Sq-ft-Multistorey-Apartment-FOR-Sale-Thubarahalli-in-Bangalore&id=4d423536343033383339,6200000,62 Lac,Bangalore,"Thubarahalli, Whitefield",12.948535,77.72271,2,2,2,1175 FTK ,Ground,Unfurnished,Sampath,,+91-99XXXXXXX16
"2 BHK Flat  for Sale in   Hmt Estate, Jalahalli, Outer Ring Road ",domcache_srp_54012315,"2 Bath,Semi-Furnished,7 floor,East facing Multistorey apartment is available for sale. It covered area of 1407 sq-ft, it is a good location property. Please contact for moredetails.",https://www.magicbricks.com/propertyDetails/2-BHK-1407-Sq-ft-Multistorey-Apartment-FOR-Sale-Hmt-Estate-in-Bangalore&id=4d423534303132333135,12000000,1.20 Cr,Bangalore,"Hmt Estate, Jalahalli, Outer Ring Road",13.051262,77.536312,2,2,2,1407 FTK ,7,Semi-Furnished,Laxminarayan,,+91-99XXXXXXX00
2 BHK Flat  for Sale in   Mahadevapura ,domcache_srp_57021483,"2 Bath,Furnished,14 floor,South -West facing Attention please…! Here is the most stunning 2BHK flat up for sale in one of the hi-tech societies named as Durga Rainbow in Mahadevapura, Bangalore. The potential buyer is assured to make a secured investment of the hard-earned money as this property comes with freehold ownership rights. So, hurry up to buy right now!!!Property SpecificationsSpread across carpet area of 1197sqft, this vaastu compliant flat faces towards the south-west direction (entrance) and is ideally positioned on the topmost floor of the 14-storey building.Magnificently designed & brilliantly planned, this furnished flat configures 2 bedrooms, 2 bathrooms, 1 balcony, living cum dining area, AC, gas cylinder space and an open modular kitchen. Both the bedrooms are beautified with trendy wardrobes to place your apparels & valuables precisely. Fashioned in a western theme & well-equipped with top brand geysers, 1 bathroom is attached whereas 1 bathroom is common. Overlooking the unblocked views of the main road, the airy balcony is connected to the living room. To give an elegant look, all the rooms are embraced with the vitrified tiles on the flooring.FacilitiesThe chief amenities & facilities such as 1 open parking, kids play area, club house, cycling & jogging track, park, indoor games room, gymnasium, 4 lifts, swimming pool, flower gardens, private terrace/garden, piped gas connection, 100% power backup, borewell & Kaveri water supply, security guard and CCTV cameras are available here.  LocalityThe famous Rainbow Hospital is accessible within less than 1km for any medical assistance. The well-known More Supermarket is available within a radius of 500m from this flat to accomplish your shopping needs. Plenty of renowned banks and ATMs are found nearby to meet your banking services. To commute to various parts of the city conveniently, you can access the bus stop and metro station at a walking distance whereas different public transports within the proximity of this society. ",https://www.magicbricks.com/propertyDetails/2-BHK-1197-Sq-ft-Multistorey-Apartment-FOR-Sale-Mahadevapura-in-Bangalore&id=4d423537303231343833,9800000,98 Lac,Bangalore,Mahadevapura,12.988519,77.689617,2,2,2,,14,Furnished,Karthika Asha Warrier,,+91-99XXXXXXX94
3 BHK Flat  for Sale in   Sarjapur ,domcache_srp_56629877,"2 Bath,Semi-Furnished,2 floor,East facing Newly constructed & studded with bright interiors, here is the most stunning 3BHK flat up for sale and is situated in one of the prime residential areas of Sarjapur, Bangalore. So, without having any second opinion, grab this property as soon as possible to lead a plush & tranquil lifestyle forever...!!!Property SpecificationsSpanning across 1371sqft of a super area, this ready to move flat is well-positioned on the 2nd floor of the 3-storeyed building and comes with freehold ownership rights thus is truly a lucrative investment deal to proceed.  Flawlessly designed & brilliantly planned, this semi-furnished flat encompasses 3 bedrooms, 2 bathrooms, 3 balconies, living area, dining area and a modular kitchen.All the bedrooms are well-appointed with fancy wardrobes to place your apparels & valuables precisely. Outfitted with a water heater & fashioned in a western style, 1 bathroom is attached whereas 1 bathroom is common.Further, 1 balcony is connected to one of the bedrooms, 1 balcony is aligned with the living area and 1 balcony is linked with the kitchen (utility). Furthermore, all the rooms are decked with the vitrified tiles on the flooring that is well-known for its durability.FacilitiesTo accommodate your vehicles safely, 1 covered parking for car is allotted for this residence. Uninterrupted water supply for 24 hours and 100% power backup facilities are provided here. Also, security guard is appointed to keep a close watch on this residential building.LocalityThe most prominent Orchid International School is found nearby this residential property. The reputed Columbia Asia Hospital is accessible close by for any medical assistance. You can find the market within 5mins and supermarkets at a walking distance to buy your essentials.Plenty of nationalized/private banks and ATM centers are available within the proximity to fulfill your banking needs. Several means of public transportation like autos, buses & taxis can be accessed within the shortest distance to travel to other parts of the city conveniently.",https://www.magicbricks.com/propertyDetails/3-BHK-1371-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-in-Bangalore&id=4d423536363239383737,5700000,57 Lac,Bangalore,Sarjapur,12.853962898254395,77.78897857666016,3,2,3,1371 FTK ,2,Semi-Furnished,Nivedita,,+91-99XXXXXXX47
"2 BHK Flat  for Sale in   Hennur, Hennur Bagalur Road ",domcache_srp_56863681,"2 Bath,Furnished,Ground floor Meticulously crafted on the super built-up area of 900 sq ft, this 2BHK ready to move Flat which is up for sale lies in the vicinity of the best of the conveniences and is very close to Manyata Tech Park and educational institutes which is an added benefit. So, be the first to experience a comfortable & peaceful stay at this amazing abode favored with the rights of Freehold ownership.  Property SpecificationsAged between 5-10 years, this furnished flat located on the ground floor of a three-storeyed apartment is well-lit and ventilated with the fresh air, thereby reducing your electricity bills. To describe, this flat encompasses 2 bedrooms, 2 bathrooms, 2 balconies, and a living cum dining area. Along with a puja room and a kitchen decked with a granite platform, a stainless-steel sink, lower and upper cabinets, stove, exhaust fan, piped gas connection. FacilitiesYMR Lichen is a stunning residential apartment well-equipped with world-class amenities such as power back up, lift, rainwater harvesting, swimming pool, gymnasium, park, reserved parking, security, water storage, service/goods lift, visitor parking, maintenance staff, waste disposal, laundry service waste disposal, service/goods lift, kids play area, covered parking space for one vehicle, library and business center, flower gardens, fire-fighting equipment. ",https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Hennur-in-Bangalore&id=4d423536383633363831,5000000,50 Lac,Bangalore,"Hennur, Hennur Bagalur Road",13.0554110559095,77.6422243946882,2,2,2,,Ground,Furnished,T S Panditaradhya,,+91-99XXXXXXX65
"2 BHK Flat  for Sale in   Singasandra, Hosur Road ",domcache_srp_56138295,"2 Bath,Semi-Furnished,Ground floor North Facing, vasthu followed,2bhk,2bathrooms.",https://www.magicbricks.com/propertyDetails/2-BHK-1175-Sq-ft-Multistorey-Apartment-FOR-Sale-Singasandra-in-Bangalore&id=4d423536313338323935,6000000,60 Lac,Bangalore,"Singasandra, Hosur Road",12.8496303,77.6684982,2,2,2,1175 FTK ,Ground,Semi-Furnished,Latha,,+91-70XXXXXXX64
4 BHK Flat  for Sale in   Arakere ,domcache_srp_55654017,"4 Bath,Unfurnished,3 floor Sai Sunshine, a fabulous apartment in Arekere, Bangalore, presents a lavish 4 BHK flat in a lavish location. Your longing for an apartment that is luxurious ends in this flat where you will be drenched in comfort and ease to lead a posh lifestyle in an exceptional location of the city. Property SpecificationsThis is a duplex flat elevated on a super area of 2700 sqft ( carpet area is the same) offering a spacious living with more privacy. In a building of 5 floors, this flat occupies the 3rd and 4th floor giving you an accommodation that is totally Vastu compliant. North facing, the flat ensures a healthy and wealthy living to the residents. This is a semi furnished flat giving you primary comfort partly and the flooring is well-equipped with the attractive vitrified tiles. On the 3rd floor you will find 2 bedrooms, 2 attached bathrooms, 2 halls, a kitchen and a balcony whereas the 4th floor exhibits 2 bedrooms, 2 bathrooms - 1 attached and 1 common, 1 hall and 1 big balcony. All the bedrooms have wardrobes and dressing tables enabling you to find your clothes easily as well as provide a storage solution for your accessories. Also, there are LED lights in each bedroom to give an appropriate lighting to the room where you feel comfortable in just the right intensity of the light. Consisting of western toilet facilities, every bathroom is installed with a geyser so that you start your day with utmost comfort and relaxation.Every single hall has a TV cabinet and false ceiling which together gives an opulent finish to the flat. Balconies on both the floors give an unobstructed view of the garden and internal road of the society where you can take a break from the daily routine and enjoy a few moments. Kitchen is a complete package of convenience where you will find a chimney, hob, in-built dishwasher, OTG and an oven. FacilitiesThere is 1 covered parking area in the basement, 24 hours water supply from the corporation and borewell, guard, CCTVs, power backup and 3 lifts. Along with this, amenities such as swimming pool, gym, park, function hall, water storage, garden, intercom facility, maintenance staff, waste disposal, kids play area etc, are offered ensuring a memorable living in the apartment. LocalitySituated right behind Nano Hospital, the Meenakshi Mall is barely 1 km from here. Within 100 meters you will come across several schools and banks/ATMs are in close proximity too. Walk a few steps and you will get numerous public transport facilities. Also, the Banerghatta Metro Station is not very far and the Majestic Railway Station is barely a 10 minutes drive from here. Overall, this is a posh and extravagant community of the city where all the conveniences are at your fingertips. ",https://www.magicbricks.com/propertyDetails/4-BHK-2700-Sq-ft-Multistorey-Apartment-FOR-Sale-Arakere-in-Bangalore&id=4d423535363534303137,13500000,1.35 Cr,Bangalore,Arakere,13.008863,77.557253,4,4,4,2700 FTK ,3,Unfurnished,Javeed,,+91-86XXXXXXX40
3 BHK Flat  for Sale in   Yelahanka Dodda Ballapur Road ,domcache_srp_39060639,"2 Bath,Unfurnished,1 floor,North - East facing Multistorey Apartment faces North - East direction",https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Yelahanka-Dodda-Ballapur-Road-in-Bangalore&id=4d423339303630363339,4800000,48 Lac,Bangalore,Yelahanka Dodda Ballapur Road,13.191428,77.563123,3,2,3,,1,Unfurnished,THANKAM PAUL,,+91-83XXXXXXX07
2 BHK Flat  for Sale in   Yelahanka ,domcache_srp_55523681,"2 Bath,Unfurnished,2 floor,East facing Multistorey apartment is available for sale. It is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-1290-Sq-ft-Multistorey-Apartment-FOR-Sale-Yelahanka-in-Bangalore&id=4d423535353233363831,7600000,76 Lac,Bangalore,Yelahanka,13.16841,77.60649,2,2,2,1290 FTK ,2,Unfurnished,yassir,,+91-98XXXXXXX54
3 BHK Flat  for Sale in    ,domcache_srp_57203735,"2 Bath,Unfurnished,7 floor,East facing 3 BHK, Multistorey Apartment is available for Sale in , Bangalore for 40.50 Lac(s)",https://www.magicbricks.com/propertyDetails/3-BHK-1075-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Bangalore&id=4d423537323033373335,4050000,40.5 Lac,Bangalore,,,,3,2,3,1075 FTK ,7,Unfurnished,mohammad anees Khan,,+91-58XXXXXXX97
2 BHK Flat  for Sale in   Vidyaranyapura ,domcache_srp_56548653,"2 Bath,Furnished,2 floor,North facing Multistorey apartment is available for sale. It is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Vidyaranyapura-in-Bangalore&id=4d423536353438363533,5800000,58 Lac,Bangalore,Vidyaranyapura,13.08254,77.55429,2,2,2,1200 FTK ,2,Furnished,M N Shashikumar,,+91-90XXXXXXX65
3 BHK Flat  for Sale in   Electronic City ,domcache_srp_48013675,"3 Bath,Unfurnished,2 floor,North facing Multistorey apartment is available for sale. It has covered area 1745 sq-ft, it is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/3-BHK-1745-Sq-ft-Multistorey-Apartment-FOR-Sale-Electronic-City-in-Bangalore&id=4d423438303133363735,7500000,75 Lac,Bangalore,Electronic City,12.847363471984863,77.64540100097656,3,3,3,1745 FTK ,2,Unfurnished,Nagaraj Hegde,,+91-98XXXXXXX72
2 BHK Flat  for Sale in   Attibele ,domcache_srp_55757465,"2 Bath,Unfurnished,5 floor,East facing Located in Attibele, Bangalore is a well constructed and well sized 2 BHK flat of 1073 sqft super area that is open to investment options. This abode promises to offer you and your loved ones utmost comfort and convenience in the style of living. Moreover, this abode is easily affordable without having to compromise on the quality of its construction, so cash in and book this property soon! Property specifications Set on the 5th floor of a 7 storey building, this abode is semi furnished which lets you do little arrangement work before settling in. The abode features 2 bedrooms, 2 bathrooms, 3 balconies, a separate living and dining area and a modular kitchen. There are wardrobes available and a bed is put in the master bedroom and as for the 2 bathrooms that are western mannered, 1 is attached while the other is commonly used. Furthermore, there is solat water heater available in the common bathroom. This abode is blessed with ample natural light and ventilation with the 3 balconies that are connected to the bedroom, hall and kitchen (utility) respectively, all of which overlook the garden. The kitchen comes with a piped gas connection and apart from that, the added advantage is that there are no common walls between the flats. Furthermore, to enhance the look of this east facing property, high quality vitrified tiles have been used for the flooring. Facilities There is a covered parking space available to safely park your vehicle and other facilities like 24 hours water supply by borewell, 100% power backup, security guard and CCTV surveillance, and 1 lift are made available. There is 70% open space around this area and modern amenities like rain water harvesting, club house, swimming pool, gymnasium, park, water storage, visitor parking, maintenance staff, waste disposal, DTH television facility and conference room are made available. Locality The Global International School is located at a close proximity and in case of any medical emergencies, the Spandana hospital is 1km away while the Oxford hospital is 3km away. Supermarkets like Family mart and Big market are nearby, allowing you to easily meet the requirements of your daily needs. Banks and ATMs as well as public transports are easily available within the vicinity while Anekal and Whitefield railway station are 20 to 30 mins from the property. ",https://www.magicbricks.com/propertyDetails/2-BHK-1073-Sq-ft-Multistorey-Apartment-FOR-Sale-Attibele-in-Bangalore&id=4d423535373537343635,4000000,40 Lac,Bangalore,Attibele,12.810395240783691,77.78453826904297,2,2,2,1073 FTK ,5,Unfurnished,Moni,,+91-83XXXXXXX30
2 BHK Flat  for Sale in   Kasavanahalli ,domcache_srp_42786657,"2 Bath,Semi-Furnished,2 floor,North - East facing Accessible to Sarjapur Road, Wipro, Schools.",https://www.magicbricks.com/propertyDetails/2-BHK-1190-Sq-ft-Multistorey-Apartment-FOR-Sale-Kasavanahalli-in-Bangalore&id=4d423432373836363537,6500000,65 Lac,Bangalore,Kasavanahalli,12.9097699,77.67809257,2,2,2,1190 FTK ,2,Semi-Furnished,Kiran,,+974-74XXXXXXX36
2 BHK Flat  for Sale in   whitefield ,domcache_srp_44647485,"2 Bath,Unfurnished,Ground floor,West facing Great locality and community, all amenities, godrej locks, century ply, glossy laminate, car parking",https://www.magicbricks.com/propertyDetails/2-BHK-998-Sq-ft-Multistorey-Apartment-FOR-Sale-whitefield-in-Bangalore-r1&id=4d423434363437343835,4500000,45 Lac,Bangalore,whitefield,13.0061339617679,77.751189317944,2,2,2,998 FTK ,Ground,Unfurnished,soumava,,+91-98XXXXXXX34
"2 BHK Flat  for Sale in   Kaggadasapura, Indira nagar ",domcache_srp_57120013,"2 Bath,Semi-Furnished,1 floor,South facing Multistorey apartment is available for sale. It is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-1095-Sq-ft-Multistorey-Apartment-FOR-Sale-Kaggadasapura-in-Bangalore&id=4d423537313230303133,6000000,60 Lac,Bangalore,"Kaggadasapura, Indira nagar",12.9802323,77.6748726,2,2,2,,1,Semi-Furnished,Natasha Medhora Irani,,+91-98XXXXXXX35
"2 BHK Flat  for Sale in   Jp Nagar Phase 6, J P Nagar, Outer Ring Road ",domcache_srp_56470769,"2 Bath,Semi-Furnished,14 floor,East facing 2 BHK, Multistorey Apartment For Sale in JP Nagar Phase 6, Bangalore.",https://www.magicbricks.com/propertyDetails/2-BHK-1170-Sq-ft-Multistorey-Apartment-FOR-Sale-Jp-Nagar-Phase-6-in-Bangalore&id=4d423536343730373639,13000000,1.30 Cr,Bangalore,"Jp Nagar Phase 6, J P Nagar, Outer Ring Road",12.90831,77.590172,2,2,2,1170 FTK ,14,Semi-Furnished,Prem Gunjan,,+91-93XXXXXXX20
"3 BHK Flat  for Sale in   Anand Nagar, Marathahalli ",domcache_srp_55731577,"3 Bath,Semi-Furnished,3 floor,West facing Multistorey apartment is available for sale. It covered area of 1705 sq-ft, it is a good location property. Please contact for more Details.",https://www.magicbricks.com/propertyDetails/3-BHK-1705-Sq-ft-Multistorey-Apartment-FOR-Sale-Anand-Nagar-in-Bangalore&id=4d423535373331353737,8500000,85 Lac,Bangalore,"Anand Nagar, Marathahalli",12.8374113,77.6960294,3,3,3,1705 FTK ,3,Semi-Furnished,Dhanan Hari,,+91-99XXXXXXX79
3 BHK Flat  for Sale in   Tumkur Road ,domcache_srp_41584589,"2 Bath,Furnished,13 floor 3 BHK, Multistorey Apartment is available for Sale in Tumkur Road, Bangalore for 97.80 Lac(s)",https://www.magicbricks.com/propertyDetails/3-BHK-1460-Sq-ft-Multistorey-Apartment-FOR-Sale-Tumkur-Road-in-Bangalore&id=4d423431353834353839,9780000,97.8 Lac,Bangalore,Tumkur Road,13.044754,77.500045,3,2,3,1460 FTK ,13,Furnished,Biman Nath,,+91-94XXXXXXX97
"3 BHK Flat  for Sale in   Electronics City Phase 1, Electronic City ",domcache_srp_57490725,"3 Bath,Furnished,Ground floor,West facing Multistorey apartment is available for sale. It is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Electronics-City-Phase-1-in-Bangalore&id=4d423537343930373235,6500000,65 Lac,Bangalore,"Electronics City Phase 1, Electronic City",12.8416179,77.6476756,3,3,3,1300 FTK ,Ground,Furnished,nazeer pasha,,+91-98XXXXXXX53
2 BHK Flat  for Sale in   Yelahanka ,domcache_srp_57155139,"2 Bath,Unfurnished,2 floor Situated in the well planned “Pyramid Watsonia”, Yelahanka, Bangalore, this 2BHK flat is up for sale. East and north facing, this flat is unfurnished and therefore provides you the freedom to design it according to your needs and preferences.Property SpecificationsTotally Vaastu compliant, this flat is benefited with freehold ownership rights making it a fair deal for a valuable investment. Spread across a super area of 1128 sq ft, this flat is positioned on the 2nd floor of a low raised 4 floor building.Beautifully covered with vitrified tile flooring, this flat consists of 2 bedrooms, 2 bathrooms, 2 well aligned balconies, a living cum dining area and a kitchen well equipped with a piped gas connection and an attached utility area.Designed in western manner, of the 2 bathrooms, one is attached and the other one is commonly accessible. Moreover, provision for installation of geysers is also made in the bathrooms. Overlooking the swimming pool, the balconies are attached to the hall and a bedroom respectively.FacilitiesProviding the residents a life like never before, this flat is facilitated with modern amenities that include- clubhouse, swimming pool, gymnasium, park, reserved parking, security, water storage, vaastu compliant, visitor parking, intercom facility, maintenance staff, outdoor tennis courts and many more.Also, this flat comes with basic facilities such as covered parking space, round the clock water supply through borewell, 100% power backup, security guards, CCTV cameras and 2 lifts.LocalityAt a walking distance, you will find 4 well known schools whereas the noted Columbia Asia Hospital is located at a distance of 5km. Shopping malls, supermarkets, and many other social amenities are located at a distance of 1.5km.Travelling across the city is stress free as various public transport facilities such as taxis, auto rickshaws and buses are easily available here. Also, the upcoming metro station is dotted within a distance of 1.6km and the railway station is located at a distance of 1.3km. Also, nationalised banks and ATMs are present at a distance of 300 meters for banking needs and services.",https://www.magicbricks.com/propertyDetails/2-BHK-1128-Sq-ft-Multistorey-Apartment-FOR-Sale-Yelahanka-in-Bangalore&id=4d423537313535313339,5076000,50.8 Lac,Bangalore,Yelahanka,13.089487,77.604283,2,2,2,1128 FTK ,2,Unfurnished,RAJASHEKARA REDDY P R,,+91-89XXXXXXX33
"3 BHK Flat  for Sale in   Mallasandra, Jalahalli West ",domcache_srp_57023357,"3 Bath,Semi-Furnished,6 floor,West facing Located within 2 KM of Dasarahalli metro station proximate to school, colleges, market and theatre within 2 km of radius. Within Fully operated society  a semi furnished 3 BHK 3 toilet apartment. The USP of the apartment is all room has balcony and open to north, east and south. Entrance from west of the apartment. Vaastu conpliant, with covered car park",https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Sale-Mallasandra-in-Bangalore&id=4d423537303233333537,9900000,99 Lac,Bangalore,"Mallasandra, Jalahalli West",13.061419,77.515513,3,3,3,1650 FTK ,6,Semi-Furnished,Suvojit Roychowdhury,,+91-96XXXXXXX44
3 BHK Flat  for Sale in   Kengeri Satellite Town Stage 1 ,domcache_srp_57427389,"3 Bath,Unfurnished,2 floor,East facing BOOKING OPEN 3 BHK PREMIUM RESIDENTIAL APARTMENT PROPERTIES FOR SALE IN SIR M VISHWESHWARAIH LAYOUT, KENGERI SATELLITE TOWN.Contact for more details 91 9686 234567 Available flats in 3 size variants 8flats1. 1600 sqft  4 flats BDA Site 1st, 2nd, 3rd and 4th  Floors East Facing 3 BHK with 1 large balcony each Kitchen with separate Utility 1 car parking each Individual A Katha",https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Kengeri-Satellite-Town-Stage-1-in-Bangalore&id=4d423537343237333839,7760000,77.6 Lac,Bangalore,Kengeri Satellite Town Stage 1,,,3,3,3,1600 FTK ,2,Unfurnished,Quality Infra,,+91-96XXXXXXX67
2 BHK Flat  for Sale in   Cox Town ,domcache_srp_44201871,"2 Bath,Semi-Furnished,1 floor,North facing Builder floor apartment is available for sale. It has covered area 1275 sq-ft. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-1275-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Cox-Town-in-Bangalore&id=4d423434323031383731,7300000,73 Lac,Bangalore,Cox Town,12.9933015,77.620562,2,2,2,1275 FTK ,1,Semi-Furnished,james,,+91-98XXXXXXX66
3 BHK Flat  for Sale in   Sudhama Nagar ,domcache_srp_56980049,"2 Bath,Semi-Furnished,4 floor 3 BHK, Multistorey Apartment is available for Sale in Sudhama Nagar, Bangalore for 75.0 Lac(s)",https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sudhama-Nagar-in-Bangalore&id=4d423536393830303439,7500000,75 Lac,Bangalore,Sudhama Nagar,12.956965446472168,77.58726501464844,3,2,3,2500 FTK ,4,Semi-Furnished,veeralakshmi,,+91-98XXXXXXX99
3 BHK Flat  for Sale in   Bannerghatta Main Road ,domcache_srp_56952379,"2 Bath,Unfurnished,2 floor,West facing Spaciously constructed & ready to move, here is the most fabulous 3BHK flat up for sale and is situated in one of the noble societies named as Hinduja Palmgrove on Bannerghatta Road, Bangalore. So, without wasting much of your precious time, grab this property as soon as possible…!Property SpecificationsSpanning across 1305sqft of a super area, this vaastu compliant flat faces towards the west direction and is comfortably leveled on the 2nd floor of the 5-storeyed building.Benefited with freehold ownership rights, this semi-furnished flat incorporates 3 bedrooms, 2 bathrooms, 2 balconies, living cum dining room and a modular kitchen with cabinets & exhaust. Of the 3 bedrooms, 1 bedroom is well-appointed with stylish wardrobes to place your clothes & valuables neatly. Outfitted with a geyser in 1 bathroom & designed in a western mode, 1 bathroom is attached whereas 1 bathroom is common.Overlooking the nearby surroundings, 1 balcony is connected to one of the bedrooms and 1 balcony is aligned with the living area. Further, all the rooms are bedecked with the vitrified tiles on the flooring that is well-known for its long lasting quality.FacilitiesA covered parking slot is allotted for this residence to accommodate your vehicles safely. An adequate amount of corporation water supply for 24 hours is provided in this flat. Also, security guard is appointed to keep a close watch on this residential building.LocalityThis residential property is located Off Bannerghatta Main Road and near IIM Bangalore whereas these places are the major landmarks for it. Within a radius of 500m, you can find necessary civic utilities such as many schools, the Fortis Hospital, shopping malls, supermarkets, banks and ATMs from this flat.To commute to various parts of the city conveniently, you can access the JP Nagar Metro Station at a distance of 2kms and different public transports like autos, buses & taxis within the proximity of this society.",https://www.magicbricks.com/propertyDetails/3-BHK-1305-Sq-ft-Multistorey-Apartment-FOR-Sale-Bannerghatta-Main-Road-in-Bangalore&id=4d423536393532333739,6800000,68 Lac,Bangalore,Bannerghatta Main Road,12.8910625,77.6005769,3,2,3,1305 FTK ,2,Unfurnished,NIKHIL VS,,+91-87XXXXXXX92
